L5	S1	S2	S3	S4	S5	S6
Bacteria;Firmicutes_C;Negativicutes;Acidaminococcales;Acidaminococcaceae;Phascolarctobacterium	0.10227591639627637	0.0	0.0007021240971792482	0.0614700455708632	0.0	0.0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Holdemanella	0.0889002586398103	0.043170535476731865	0.06444887111465165	0.0	0.0	0.0
Bacteria;Firmicutes;Bacilli;RF39;UBA660;?	0.0	0.006507461453382011	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinifilaceae;Odoribacter	0.07745922682009146	0.01075767161217161	2.0240880872169212e-10	0.037520864927507544	0.0	0.0
Bacteria;Firmicutes_A;Clostridia;Christensenellales;CAG-74;UBA11524	0.1582935472214908	0.15446618966419243	0.0	0.0	0.0	0.0
Bacteria;Firmicutes;Bacilli;RF39;UBA660;CAG-417	0.01151522934267162	0.02179620905851884	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinifilaceae;Butyricimonas	0.013302463426851869	0.003537518065859486	0.0	0.009649416531978242	0.0	0.0
Bacteria;Firmicutes_A;Clostridia;TANB77;CAG-508;?	0.0007030945242688253	0.006778932883113228	0.0	0.0	0.0	0.0
Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Caccocola	2.3361665631373884e-05	0.00011014623310165625	0.0	0.0	0.0	0.0
Bacteria;Firmicutes;Bacilli;RF39;UBA660;Onthocola_B	0.0	0.07943208590425682	0.0	0.0	0.0	0.0
Bacteria;Firmicutes_A;Clostridia;Oscillospirales;CAG-272;UMGS1225	0.0	0.0036091299906688187	0.0	0.0	0.0	0.0
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Parolsenella	0.0	0.0	0.11433917948985071	0.0	0.11953259538709562	0.0
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;UMGS1502	0.0	0.00303619551627355	7.598864154718525e-06	0.0	0.0	0.0
Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Oscillospiraceae;ER4	0.14151596545358758	0.12596022615417793	0.001377315071397905	1.2461224726565534e-10	0.0	0.0
Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Oscillospiraceae;CAG-83	0.20942298199497086	0.2570550128696075	4.454856895866832e-09	0.0	0.0	0.0
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Agathobacter	1.2481134515844459	5.01843188700437e-14	0.11186478002040709	0.07782783074467788	0.0	0.0
Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Acutalibacteraceae;?	0.0009562083827105143	0.0016200114624330536	0.0	0.000128999896682423	7.66779325394609e-08	7.926014018943223e-11
Bacteria;Actinobacteriota;Rubrobacteria;Rubrobacterales;Rubrobacteraceae;?	0.0	8.785513740438257e-06	0.0	0.0	0.0	0.0
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Mediterraneibacter	0.3504759844521599	2.2715304335091302e-08	0.036161896362786404	0.007555273120600476	0.0	4.508903965536448e-12
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola	6.339216716042591e-07	8.842076808217047e-07	0.0	5.433983179977235	0.0	0.0
Bacteria;Actinobacteriota;Actinomycetia;Actinomycetales;Micrococcaceae;Rothia	0.0	0.000352502921690022	1.6296454073795155e-09	0.0	0.025784556221278336	0.010824601372072563
Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Oscillospiraceae;CAG-170	0.050831237723319676	0.11244672992178151	0.0	0.0	0.0	0.0
Bacteria;Actinobacteriota;Actinomycetia;Actinomycetales;Bifidobacteriaceae;Bifidobacterium	0.11264870740630624	0.0	0.00014836828859116592	1.881138265585519e-10	6.188486959979627	0.0
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Enterocloster	0.0200554628796551	0.0	0.04374394898824566	0.06598509503760769	1.931031043503653e-11	0.0917645097735602
Bacteria;Desulfobacterota_I;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio	0.014019768165307747	0.020262060111829138	7.488106050053804e-09	0.000306981316556267	0.0	0.0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Parasutterella	0.014709187023350724	0.0	0.0	0.1208323327341455	0.0	0.0
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;CAG-274;CAG-274	0.022745761995947057	0.0	0.0007829877863893529	0.006739353244287811	0.0	0.0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;DONG20-135	0.0	0.0	0.0	1.2414956408755742e-05	0.0	0.0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;?	6.72490321554984e-05	0.0	0.0	2.530554110935936e-05	0.0	1.3508404455593544e-05
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter	0.0	0.0	0.0	0.0	6.095740818460233e-08	0.27046007802287786
Bacteria;Firmicutes_A;Clostridia;TANB77;CAG-465;CAG-465	0.0003217598708860728	0.0492913107712058	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;OM05-12	0.0	0.0	0.0	0.0013000856557108197	0.0	0.0
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Bariatricus	0.09439642435267868	0.009742640698968397	0.0021683907842092076	0.0	0.0	0.0
Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Oscillospiraceae;Dysosmobacter	0.06948889094404179	0.03348698424562296	2.1263405242659937e-06	0.034028006184053106	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculum	0.009234419781070199	0.0004498448193379067	0.0	8.984336374734095e-15	0.0	0.0
Bacteria;Firmicutes_C;Negativicutes;Selenomonadales;Massilibacillaceae;CABIZH01	1.1003527600951471e-10	0.0	0.0	4.505038762664977e-05	0.0	8.427369322526995e-07
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Atopobiaceae;UBA7748	0.0	0.0	0.005399502311445525	0.0	0.0	0.0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Providencia	0.0	0.0	0.0006255725581634485	0.0	0.0013917783137602786	0.00029844355044794375
Bacteria;Firmicutes_A;Clostridia;Peptostreptococcales;Peptostreptococcaceae;Peptostreptococcus	1.4241676490074951e-11	3.793570030559102e-05	0.001245638144914206	0.0	0.0011682743400550468	0.0011166690209644555
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Alloprevotella	0.0	0.03466120191062748	0.4845213790535426	0.0	0.0	0.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus_E	0.0	0.0	0.00010841224235696565	0.0	7.298499705199377e-05	0.0
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Parafannyhessea	0.0	0.0016385840945233984	0.0016648558161401236	0.0	0.0	0.0
Bacteria;Actinobacteriota;Actinomycetia;Propionibacteriales;Propionibacteriaceae;Cutibacterium	0.0	0.0	0.0	0.0	0.00014039839563912272	0.0724020558609584
Bacteria;Actinobacteriota;Actinomycetia;Mycobacteriales;Mycobacteriaceae;Rhodococcus	0.0	3.42078349012908e-05	0.0	0.0	0.0	0.0
Bacteria;Firmicutes_A;Clostridia;Christensenellales;CAG-314;Heteroclostridium	0.0	0.0001072994253615121	0.0	0.0	0.0	0.0
Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Oscillospiraceae;Marseille-P3106	0.00021793201853078184	1.922247984290979e-11	0.0	2.417600910021188e-16	0.0	1.932785509921969e-06
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Clostridium_AQ	2.3960607510563656e-08	0.0	0.0	0.004829643066523226	0.0009258653721220211	0.10310506029250228
Bacteria;Firmicutes_A;Clostridia;Oscillospirales;CAG-272;HGM12657	0.0	8.754868566933635e-05	0.0	0.0	0.0	0.0
Bacteria;Firmicutes_A;Clostridia;Oscillospirales;CAG-382;UMGS1052	0.0	0.0008826124048311298	0.0	0.0	0.0	0.0
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Limivivens	0.0062343489628564185	0.002147706547684269	0.0	0.0	0.00039872224884063355	0.0
Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Acutalibacteraceae;CAJFUH01	1.851417771017615e-05	0.0	0.0	0.0	0.0	1.099701934348338e-05
Bacteria;Firmicutes_A;Clostridia;Oscillospirales;CAG-272;Avispirillum	2.118065621874121e-05	0.0021624304446007546	0.0	0.0	0.0	0.0
Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;Nanogingivalaceae;Nanogingivalis	2.9253028360361415e-05	0.0	3.504758920579511e-07	0.0	0.00046319075545889346	9.344166677115611e-14
Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;Nanosynbacteraceae;Nanosynbacter	0.0004986471165442208	0.0	7.421616137564315e-05	2.776835734438412e-05	3.73258654784032e-10	0.0012862952493164174
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Acetatifactor	0.40205886922293704	0.06381757857354146	3.247201431896698e-08	0.0038908917278502857	0.0	0.0
Bacteria;Firmicutes_A;Clostridia;Christensenellales;Christensenellaceae;Christensenella	0.0006223225144548974	0.0	0.0	2.035159252139423e-05	3.444131356693521e-05	0.0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Succinivibrionaceae;Succinivibrio	0.0	0.34866677624212067	0.01416219239513284	0.0	0.0	0.0
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnoclostridium_B	0.007111747814290807	0.0025361733420366838	7.123324507729795e-05	0.0	0.0	0.0
Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Butyricicoccaceae;Agathobaculum	0.04922802906540425	0.009708740426563897	0.033231301777312795	0.0004803869956380921	0.0	0.0
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Muricomes	0.0010345607292735176	0.0	0.0	0.0	0.00024004094881708023	0.0
Bacteria;Firmicutes;Bacilli;Bacillales;Anoxybacillaceae;Anoxybacillus	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Cuneatibacter	0.0	0.0	0.0	1.3736224479035827e-05	0.0	0.0
Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;Nanoperiomorbaceae;Nanoperiomorbus	4.026289213406189e-06	0.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Paralachnospira	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Xanthomonas_B	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Ruminococcus_G	2.3870345425848915e-05	0.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Ruminococcaceae;Aristotella	4.101883902188956e-15	0.0	0.0	2.4490377441215917e-05	0.0	0.0
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Coprousia	4.889519685918637e-05	0.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Coprobacillaceae;Faecalibacillus	0.11738191334927246	6.44397450624647e-13	9.60428177865089e-09	2.923912654628893e-05	0.0	0.0
Bacteria;Firmicutes_B;Dehalobacteriia;UBA4068;UBA4068;HGM13862	6.767446584280417e-06	4.0955254275087256e-05	0.0	0.0	0.0	0.0
Bacteria;Firmicutes;Bacilli;Haloplasmatales_A;Turicibacteraceae;Turicibacter	0.002068399243142181	0.0023760383617654167	0.0	0.0	0.0	0.0007118032639795043
Bacteria;Firmicutes_A;Clostridia;Peptostreptococcales;Peptostreptococcaceae;Intestinibacter	0.020363377492164204	0.005837951500557745	2.0584595531843815e-12	0.00023555836601275482	2.0059202803466415e-11	0.030688364688787745
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;?	0.0	0.0001490452841016924	0.0	0.0	0.0	0.00018855966293874875
Bacteria;Firmicutes;Bacilli;Lactobacillales;?;?	0.0	4.3079319902405664e-05	0.0	0.0	4.496885061869068e-07	8.808328660364815e-05
Bacteria;Firmicutes_A;Clostridia;Christensenellales;Christensenellaceae;?	0.0001343875062267334	0.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Weissella	0.00015721468344572246	0.0013671542995828683	0.009393951163654178	0.0	0.0014817272977648472	0.005248797754634956
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas_A	0.01310711293133794	0.0	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia	0.0	0.002583584935454312	0.0	0.0	0.0	0.008767914684000152
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium	0.0	0.0	0.00021672290124297804	0.0	0.0	0.0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter	0.0	0.0	0.0	0.0	0.00013973279424610722	0.04541664145208897
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pasteurellaceae;Haemophilus	0.0	0.0	0.0015998999551743334	0.0	0.0007058731373391257	0.014992510665233138
Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Mammaliicoccus	5.058211850961878e-06	3.951223124340539e-05	0.0	0.0	0.0	0.0
Bacteria;Firmicutes_A;Clostridia;Christensenellales;Borkfalkiaceae;?	2.7765440512329534e-13	0.0012421260806890688	0.0	0.0	0.0	0.0
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Ellagibacter	0.0012354026186514448	0.012137203261119047	0.0	0.0	3.6183679327072535e-16	0.0
Bacteria;Firmicutes_A;Clostridia;Peptostreptococcales;Anaerovoracaceae;Alangreenwoodia	0.0011346635514496233	8.869443972353907e-10	0.0	2.1278343545860862e-07	0.0	0.0
Bacteria;Actinobacteriota;Actinomycetia;Actinomycetales;?;?	0.0	3.201962843092154e-05	0.0	0.0	0.0	0.0
Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus	0.0	0.0	0.0	0.0	0.010519651878118043	0.659821390665973
Bacteria;Firmicutes_A;Clostridia;Christensenellales;CAG-138;?	0.0002696644127585036	1.4569916105678649e-05	0.0	1.0290879685035785e-15	0.0	0.0
Bacteria;Firmicutes_C;Negativicutes;Selenomonadales;Selenomonadaceae;Megamonas	0.0	0.0	0.37326901815165653	0.0	0.0	0.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus_D	0.0	0.0	0.0	0.0	0.035580657627835875	0.03091401951275508
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lacticaseibacillus	0.0	0.0	0.0	0.0	0.15586125035130793	0.0016239422078463558
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Scatomonas	0.0003246080707184304	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinobacteriota;Actinomycetia;Propionibacteriales;Nocardioidaceae;Nocardioides	8.472851721457693e-06	1.4407661285839616e-05	0.0	0.0	0.0	0.0
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Caccovicinus	0.0	0.0	0.0	0.0	0.0	0.0031491771080637172
Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Acutalibacteraceae;Clostridium_E	0.0	0.0	0.0	0.0	0.004338009299586135	0.005114548107852929
Bacteria;Firmicutes_A;Clostridia;Christensenellales;UMGS416;Parachristensenella	0.0004359089780623618	0.0	0.0	0.0	6.796504666838329e-05	0.0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Duodenibacillus	0.009981855553558353	0.03829479652328524	0.015684400689152757	0.021558200396479325	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;?	0.0006764479977393065	0.015079842859565623	0.0006137611110199458	0.0	0.0	0.0
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;?	0.0007364100133093959	0.0003552696239019364	0.0	0.0	0.0	0.0
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Adlercreutzia	0.0203645960531233	0.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes_A;Clostridia;Christensenellales;?;?	0.00034494770424253746	0.002191170380193311	0.0	0.0	0.0	0.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus	0.005019423111608262	0.0026915986283150843	7.32144461226602e-13	0.0	0.04037117306621251	0.0020239149922691452
Bacteria;Firmicutes_A;Clostridia;Tissierellales;Peptoniphilaceae;Anaerococcus	0.0016973578493314273	0.0	0.0	0.0	0.0	0.004717752389559081
Bacteria;Firmicutes_A;Clostridia;Tissierellales;Peptoniphilaceae;Peptoniphilus_A	0.004055641385476371	0.0	0.0	0.0	3.718643088615677e-11	0.00944333117920301
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas	0.014803864012636154	0.0	0.0	0.0	0.0	0.002138032810746993
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Slackia_A	0.006135231139394698	0.009211299372811097	0.0008565430166678915	0.0	0.0015823603180726003	0.0
Bacteria;Firmicutes_A;Clostridia;Tissierellales;Peptoniphilaceae;Ezakiella	0.010051664891904108	0.0	0.0	0.0	0.0	0.0
Bacteria;Cyanobacteria;Vampirovibrionia;Gastranaerophilales;Gastranaerophilaceae;?	8.68257694398987e-05	0.001955706179497856	0.0	0.0	0.0	0.0
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Alectryocaccobium	0.0	0.0008038297529943882	0.0	0.0	0.0	0.0
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;RUG115	0.11152218407178797	0.010038883394352403	0.0	2.1483652681625236e-15	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;CAG-485	0.0046202008937919975	0.016308501438595236	0.0	0.0	0.0	0.0
Bacteria;Cyanobacteria;Vampirovibrionia;Gastranaerophilales;Gastranaerophilaceae;UMGS1585	0.0	0.0043885887929277475	0.0	0.0	0.0	0.0
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Catenibacillus	0.00015136760670984465	0.0	0.0	0.0	1.6052862370850936e-05	0.0
Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Oscillospiraceae;An92	0.0002844952244685554	0.0	0.0001550511022007799	0.00012294826626677363	0.0	0.00013842465254432825
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Senegalimassilia	0.003598740295771521	0.008120510172745902	0.01789181442233507	0.0	0.003670340741200418	5.205077540717657e-16
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;?	0.00010784889384605723	0.000347419259498439	0.00010425756250854707	0.0	0.0	0.0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Devosiaceae;Devosia	0.0	1.3409566136163977e-05	0.0	0.0	0.0	0.0
Bacteria;Actinobacteriota;Actinomycetia;Actinomycetales;Microbacteriaceae;Amnibacterium	0.0	2.2650071521975085e-05	0.0	0.0	0.0	0.0
Bacteria;Actinobacteriota;Actinomycetia;Actinomycetales;Microbacteriaceae;?	0.0	0.00033081541075285017	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Devosiaceae;?	0.0	1.68114073844909e-05	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Microvirga	0.0	1.3523180929403976e-05	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;?	0.0	8.801194413656183e-06	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium	0.0	5.622273787345143e-06	0.0	0.0	0.0	0.0
Bacteria;Actinobacteriota;Actinomycetia;Mycobacteriales;Micromonosporaceae;Actinoplanes	0.0	6.21254626425284e-05	0.0	0.0	0.0	0.0
Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;?	0.0	2.7664523825958902e-05	7.82295643693948e-06	0.0	0.0	0.0
Bacteria;Actinobacteriota;Actinomycetia;Actinomycetales;Microbacteriaceae;Microbacterium	1.3634032796992016e-05	3.7204965602396704e-05	0.0	0.0	0.0	0.0002722716221082728
Bacteria;Firmicutes_A;Clostridia;Christensenellales;UBA1242;HGM11372	0.0	0.0018674627661815	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Wolbachia	0.0	0.0001203015086772321	0.0	0.0	0.0	0.0
Bacteria;Firmicutes;Bacilli;RF39;?;?	0.0	0.004184269175829725	0.0	0.0	0.0	0.0
Bacteria;Firmicutes_A;Clostridia;Christensenellales;DTU072;?	0.0	6.083677028803796e-05	0.0	0.0	0.0	0.0
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospira	0.532288513693716	1.029000748953693e-06	0.029503334830900767	0.09498101131895006	0.0	0.0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;?	0.0	1.5099932362581186e-05	0.0	0.0	0.0	6.98816069762641e-05
Bacteria;Cyanobacteria;Cyanobacteriia;Cyanobacteriales;Coleofasciculaceae;?	0.0	5.814033077859711e-06	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;?	0.0	0.000444947166315258	0.0	0.0	8.519647230247239e-05	0.0
Bacteria;Firmicutes_A;Clostridia;Christensenellales;DTU072;CAG-1782	0.0	0.001500851598247141	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas	0.0	7.052682960046823e-06	0.0	0.0	0.004500916487583455	0.0
Bacteria;Firmicutes_A;Clostridia;Oscillospirales;CAG-272;UBA1740	5.68542647692541e-05	0.004246774535325624	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Luteimonas	0.0	3.3186993340273304e-06	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Aeromonadaceae;Aeromonas	0.0	0.0001012620385146502	1.6192841069024844e-05	0.00010481000712148421	0.00015272782409902336	0.001317751866897691
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lentilactobacillus	0.0	0.0	0.0	0.0	0.013454416039088523	0.0
Bacteria;Firmicutes_A;Clostridia;Monoglobales;?;?	0.00017429550917823474	0.00024902384949395404	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Bradyrhizobium	0.0	5.3853600835386616e-06	0.0	0.0	0.005091278541496398	0.0
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;CAG-45	0.004788090849545679	0.00890253842458906	0.0	0.00025067714593748756	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;W3P20-009;W3P20-009	0.0	1.2990507981447084e-05	0.0	0.0	0.0	0.0
Bacteria;Actinobacteriota;Actinomycetia;Propionibacteriales;Propionibacteriaceae;Acidipropionibacterium	4.756358687047932e-06	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae;Solirubrum	0.0	4.588484573501212e-06	0.0	0.0	0.0	0.0
Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Butyricicoccaceae;?	2.9618972087055043e-05	0.000274177112533651	0.00014154135052088195	4.729886664524009e-16	5.4616171636489045e-05	0.0001257966248730787
Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Acutalibacteraceae;UBA5905	0.0	0.0033404557688354697	0.0	0.0	0.0	0.0
Bacteria;Firmicutes_A;Clostridia;TANB77;CAG-508;Merdicola	0.03700597987260066	0.009348713526590132	0.0	0.0	0.0	0.0
Bacteria;Actinobacteriota;Actinomycetia;Mycobacteriales;Mycobacteriaceae;Corynebacterium	0.0	0.0	0.0	0.0	7.25362955660316e-05	0.02111963850359699
Bacteria;Planctomycetota;Planctomycetia;Pirellulales;Thermoguttaceae;RUG369	0.0	9.392001698975293e-05	0.0	0.0	0.0	0.0
Bacteria;Firmicutes_A;Clostridia;TANB77;CAG-508;UMGS1864	0.0	0.0022043434880914025	0.0	0.0	0.0	0.0
Bacteria;Firmicutes_A;Clostridia;Oscillospirales;CAG-272;CAG-724	0.0	0.011318041762878843	0.0	0.0	0.0	0.0
Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcus_C	0.13832328311572742	0.010420128587482418	2.336555585059651e-08	2.111735660108659e-12	0.0	0.0
Bacteria;Firmicutes_A;Clostridia;Oscillospirales;CAG-272;?	7.361743719700619e-06	0.0005905824561240972	0.0	0.0	0.0	0.0
Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Oscillospiraceae;Lawsonibacter	0.023530839344984483	0.0012088739285108926	0.001091890409362815	0.008889968379875095	0.0	0.0
Bacteria;Firmicutes_A;Clostridia;Oscillospirales;CAG-382;UBA1752	0.0	0.002747220660818205	0.0	0.0	0.0	0.0
Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Oscillospiraceae;Enterenecus	0.0027157336119149073	0.0	0.0	0.00015447824714254451	0.0	0.0
Bacteria;Actinobacteriota;Actinomycetia;Mycobacteriales;Pseudonocardiaceae;Pseudonocardia	0.0	2.7206977317509598e-05	0.0	0.0	0.0	0.0
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Stomatobaculum	0.00035426458107330126	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Paludibacteraceae;RF16	0.0	0.026830760032528125	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas_A	0.01961340316029181	0.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes_A;Clostridia;Peptostreptococcales;Anaerovoracaceae;CAG-238	0.0005225499314709388	0.008828200846778577	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;F082;Limimorpha	0.0	0.0035958446792620233	0.0	0.0	0.0	0.0
Bacteria;Desulfobacterota_I;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;?	1.4893915579900813e-05	5.9288344331802063e-05	6.991662945923632e-06	6.36877424416284e-12	0.0	0.0
Bacteria;Firmicutes;Bacilli;Bacillales_B;DSM-1321;Bacillus_AD	5.594072715043929e-05	1.102035345736615e-05	0.0	0.0	5.6124475386342715e-15	0.0
Bacteria;Firmicutes;Bacilli;RF39;UBA660;CAG-533	0.0	0.04523153734813555	0.0	0.0	0.0	0.0
