	is_monodominant	signature_name
Nutr190	False	
Nutr46	False	
Nutr45	False	
Nutr48	False	
Nutr49	False	
Nutr204	False	
Nutr47	False	
Nutr213	False	
Nutr212	False	
Nutr211	False	
Nutr210	False	
Nutr209	False	
Nutr52	False	
Nutr51	False	
Nutr55	False	
Nutr50	False	
Nutr54	False	
Nutr56	False	
Nutr53	False	
Nutr208	False	
Nutr58	False	
Nutr57	False	
Nutr61	False	
Nutr60	False	
Nutr59	False	
Nutr221	False	
Nutr216	False	
Nutr219	False	
Nutr220	False	
Nutr218	False	
Nutr62	True	S1
Nutr66	False	
Nutr68	False	
Nutr63	False	
Nutr64	False	
Nutr217	False	
Nutr65	False	
Nutr227	False	
Nutr231	False	
Nutr229	False	
Nutr223	False	
Nutr230	False	
Nutr228	False	
Nutr226	False	
Nutr222	False	
Nutr225	False	
Nutr240	False	
Nutr71	False	
Nutr72	False	
Nutr70	False	
Nutr73	False	
Nutr69	False	
Nutr74	False	
Nutr238	False	
Nutr67	False	
Nutr234	False	
Nutr237	False	
Nutr236	False	
Nutr235	False	
Nutr75	False	
Nutr78	False	
Nutr86	False	
Nutr76	False	
Nutr232	False	
Nutr224	False	
Nutr233	False	
Nutr77	False	
Nutr81	False	
Nutr80	False	
Nutr83	False	
Nutr82	False	
Nutr79	False	
Nutr84	False	
Nutr85	False	
Nutr88	False	
Nutr87	False	
Nutr247	False	
Nutr246	False	
Nutr89	False	
Nutr93	False	
Nutr96	False	
Nutr92	False	
Nutr91	False	
Nutr90	False	
Nutr283	False	
Nutr241	False	
Nutr244	False	
Nutr245	False	
Nutr239	False	
Nutr248	False	
Nutr242	False	
Nutr95	False	
Nutr94	False	
Nutr249	False	
Nutr100	False	
Nutr99	False	
Nutr97	False	
Nutr243	False	
Nutr103	False	
Nutr104	False	
Nutr101	False	
Nutr284	False	
Nutr292	False	
Nutr285	False	
Nutr98	False	
Nutr282	False	
Nutr102	False	
Nutr286	False	
Nutr290	False	
Nutr105	False	
Nutr108	True	S1
Nutr110	False	
Nutr106	False	
Nutr294	False	
Nutr107	False	
Nutr109	False	
Nutr288	False	
Nutr287	False	
Nutr289	False	
Nutr291	False	
Nutr295	False	
Nutr298	False	
Nutr296	False	
Nutr300	False	
Nutr301	False	
Nutr297	False	
Nutr112	False	
Nutr114	False	
Nutr111	False	
Nutr293	False	
Nutr118	False	
Nutr115	False	
Nutr119	False	
Nutr120	False	
Nutr306	False	
Nutr307	False	
Nutr304	False	
Nutr303	False	
Nutr305	False	
Nutr127	False	
Nutr314	False	
Nutr302	False	
Nutr311	False	
Nutr310	False	
Nutr318	False	
Nutr312	False	
Nutr309	False	
Nutr116	False	
Nutr124	False	
Nutr121	False	
Nutr129	False	
Nutr126	False	
Nutr123	False	
Nutr125	False	
Nutr122	False	
Nutr308	False	
Nutr321	False	
Nutr313	False	
Nutr324	False	
Nutr128	False	
Nutr134	False	
Nutr130	False	
Nutr317	False	
Nutr319	False	
Nutr316	False	
Nutr315	False	
Nutr328	False	
Nutr323	False	
Nutr326	False	
Nutr138	False	
Nutr133	False	
Nutr320	False	
Nutr132	False	
Nutr131	False	
Nutr330	False	
Nutr327	False	
Nutr335	False	
Nutr329	False	
Nutr331	False	
Nutr325	False	
Nutr137	False	
Nutr146	False	
Nutr136	False	
Nutr140	False	
Nutr144	False	
Nutr139	False	
Nutr135	False	
Nutr142	False	
Nutr145	False	
Nutr143	False	
Nutr154	False	
Nutr141	False	
Nutr340	False	
Nutr345	False	
Nutr339	False	
Nutr343	False	
Nutr342	False	
Nutr153	False	
Nutr150	False	
Nutr149	False	
Nutr151	False	
Nutr148	False	
Nutr250	False	
Nutr152	False	
Nutr147	False	
Nutr336	False	
Nutr299	False	
Nutr333	False	
Nutr334	False	
Nutr337	False	
Nutr322	False	
Nutr338	False	
Nutr332	False	
Nutr251	False	
Nutr341	False	
Nutr344	False	
Nutr252	False	
Nutr253	False	
Nutr346	False	
Nutr348	False	
Nutr261	False	
Nutr260	False	
Nutr256	False	
Nutr255	False	
Nutr254	False	
Nutr259	False	
Nutr257	False	
Nutr265	False	
Nutr264	False	
Nutr266	False	
Nutr267	False	
Nutr258	False	
Nutr263	False	
Nutr350	False	
Nutr351	False	
Nutr262	False	
Nutr361	False	
Nutr362	False	
Nutr275	False	
Nutr360	False	
Nutr355	False	
Nutr354	False	
Nutr352	False	
Nutr353	False	
Nutr280	False	
Nutr272	False	
Nutr271	False	
Nutr273	False	
Nutr270	False	
Nutr274	False	
Nutr372	False	
Nutr268	False	
Nutr269	False	
Nutr359	False	
Nutr356	False	
Nutr377	False	
Nutr358	False	
Nutr276	False	
Nutr277	False	
Nutr281	False	
Nutr278	False	
Nutr279	False	
Nutr347	False	
Nutr349	False	
Nutr364	False	
Nutr370	False	
Nutr363	False	
Nutr371	False	
Nutr375	False	
Nutr373	False	
Nutr378	False	
Nutr374	False	
Nutr357	False	
Nutr376	False	
Nutr380	False	
Nutr379	False	
Nutr386	False	
Nutr384	False	
Nutr365	False	
Nutr368	False	
Nutr367	False	
Nutr403	False	
Nutr366	False	
Nutr369	False	
Nutr385	False	
Nutr382	False	
Nutr387	False	
Nutr381	False	
Nutr395	False	
Nutr383	False	
Nutr394	False	
Nutr405	False	
Nutr414	False	
Nutr411	False	
Nutr404	False	
Nutr406	True	S2
Nutr393	False	
Nutr400	False	
Nutr392	False	
Nutr391	False	
Nutr389	False	
Nutr388	False	
Nutr413	False	
Nutr415	False	
Nutr410	False	
Nutr390	False	
Nutr412	False	
Nutr408	False	
Nutr407	False	
Nutr443	False	
Nutr455	False	
Nutr459	False	
Nutr397	False	
Nutr457	False	
Nutr453	False	
Nutr402	False	
Nutr399	False	
Nutr398	False	
Nutr456	False	
Nutr401	False	
Nutr396	False	
Nutr416	False	
Nutr427	False	
Nutr409	False	
Nutr458	False	
Nutr445	False	
Nutr444	False	
Nutr451	False	
Nutr449	False	
Nutr465	False	
Nutr454	False	
Nutr446	False	
Nutr452	False	
Nutr448	False	
Nutr447	False	
Nutr450	False	
Nutr419	False	
Nutr426	False	
Nutr433	False	
Nutr422	False	
Nutr420	False	
Nutr417	False	
Nutr418	False	
Nutr423	False	
Nutr425	False	
Nutr421	False	
Nutr461	False	
Nutr460	False	
Nutr463	False	
Nutr464	False	
Nutr424	False	
Nutr467	False	
Nutr469	True	S2
Nutr474	False	
Nutr468	False	
Nutr473	False	
Nutr470	False	
Nutr466	False	
Nutr437	False	
Nutr428	False	
Nutr432	False	
Nutr431	False	
Nutr430	False	
Nutr439	False	
Nutr434	False	
Nutr462	False	
Nutr429	False	
Nutr436	False	
Nutr440	False	
Nutr580	False	
Nutr574	False	
Nutr582	False	
Nutr435	False	
Nutr438	False	
Nutr480	False	
Nutr471	False	
Nutr472	True	S4
Nutr578	False	
Nutr441	False	
Nutr575	False	
Nutr576	False	
Nutr573	False	
Nutr442	False	
Nutr577	False	
Nutr579	False	
Nutr581	False	
Nutr478	False	
Nutr475	False	
Nutr477	False	
Nutr479	False	
Nutr476	False	
Nutr526	False	
Nutr528	False	
Nutr484	False	
Nutr525	False	
Nutr527	True	S2
Nutr485	False	
Nutr529	False	
Nutr524	False	
Nutr482	False	
Nutr481	False	
Nutr483	False	
Nutr492	False	
Nutr537	False	
Nutr502	False	
Nutr536	False	
Nutr538	False	
Nutr530	False	
Nutr533	False	
Nutr535	False	
Nutr532	False	
Nutr486	False	
Nutr487	False	
Nutr490	False	
Nutr489	False	
Nutr531	False	
Nutr534	False	
Nutr488	False	
Nutr491	True	S3
Nutr493	False	
Nutr503	False	
Nutr500	False	
Nutr497	False	
Nutr495	False	
Nutr499	True	S2
Nutr501	False	
Nutr494	False	
Nutr543	False	
Nutr540	False	
Nutr539	False	
Nutr542	False	
Nutr544	False	
Nutr546	False	
Nutr545	False	
Nutr498	False	
Nutr541	False	
Nutr496	False	
Nutr504	False	
Nutr506	False	
Nutr505	False	
Nutr509	False	
Nutr508	False	
Nutr507	True	S4
Nutr548	False	
Nutr551	False	
Nutr510	False	
Nutr511	False	
Nutr512	True	S4
Nutr513	False	
Nutr550	False	
Nutr554	False	
Nutr552	False	
Nutr549	False	
Nutr553	True	S2
Nutr518	False	
Nutr547	False	
Nutr515	False	
Nutr517	False	
Nutr516	False	
Nutr514	False	
Nutr555	False	
Nutr606	False	
Nutr605	False	
Nutr556	False	
Nutr557	False	
Nutr521	False	
Nutr520	False	
Nutr522	False	
Nutr523	True	S3
Nutr519	False	
Nutr561	False	
Nutr559	False	
Nutr560	False	
Nutr558	False	
Nutr610	False	
Nutr607	False	
Nutr609	False	
Nutr566	False	
Nutr563	False	
Nutr562	False	
Nutr565	False	
Nutr608	False	
Nutr564	False	
Nutr616	False	
Nutr612	False	
Nutr613	False	
Nutr615	False	
Nutr611	False	
Nutr567	False	
Nutr568	False	
Nutr571	False	
Nutr570	False	
Nutr798	False	
Nutr572	True	S4
Nutr631	False	
Nutr614	False	
Nutr617	False	
Nutr569	False	
Nutr623	False	
Nutr620	False	
Nutr622	False	
Nutr644	False	
Nutr619	False	
Nutr618	True	S3
Nutr621	False	
Nutr585	False	
Nutr586	False	
Nutr584	True	S3
Nutr583	False	
Nutr587	True	S2
Nutr591	False	
Nutr628	False	
Nutr643	True	S2
Nutr630	False	
Nutr626	False	
Nutr629	False	
Nutr627	False	
Nutr624	False	
Nutr590	False	
Nutr592	False	
Nutr589	False	
Nutr588	False	
Nutr625	False	
Nutr639	False	
Nutr645	False	
Nutr640	False	
Nutr642	False	
Nutr641	False	
Nutr594	False	
Nutr593	False	
Nutr596	False	
Nutr595	False	
Nutr646	False	
Nutr652	False	
Nutr649	False	
Nutr647	False	
Nutr597	False	
Nutr599	False	
Nutr598	False	
Nutr601	False	
Nutr651	False	
Nutr648	False	
Nutr650	False	
Nutr654	False	
Nutr657	False	
Nutr659	False	
Nutr653	False	
Nutr602	False	
Nutr603	False	
Nutr638	False	
Nutr655	False	
Nutr604	True	S4
Nutr600	False	
Nutr661	False	
Nutr658	False	
Nutr660	False	
Nutr738	False	
Nutr656	False	
Nutr663	False	
Nutr636	False	
Nutr637	False	
Nutr634	True	S2
Nutr672	False	
Nutr633	False	
Nutr635	False	
Nutr671	False	
Nutr632	False	
Nutr736	False	
Nutr735	False	
Nutr664	False	
Nutr662	False	
Nutr799	False	
Nutr666	True	S2
Nutr669	False	
Nutr667	False	
Nutr677	False	
Nutr670	False	
Nutr668	False	
Nutr692	False	
Nutr693	False	
Nutr695	False	
Nutr800	False	
Nutr694	False	
Nutr691	False	
Nutr737	False	
Nutr739	False	
Nutr665	True	S3
Nutr675	True	S3
Nutr673	False	
Nutr674	False	
Nutr684	False	
Nutr676	False	
Nutr690	False	
Nutr697	False	
Nutr698	False	
Nutr696	False	
Nutr683	False	
Nutr679	False	
Nutr678	False	
Nutr682	False	
Nutr680	False	
Nutr700	False	
Nutr703	False	
Nutr702	False	
Nutr701	True	S2
Nutr699	False	
Nutr704	False	
Nutr681	True	S3
Nutr718	False	
Nutr686	False	
Nutr685	False	
Nutr706	False	
Nutr710	False	
Nutr711	False	
Nutr723	False	
Nutr688	False	
Nutr689	False	
Nutr687	False	
Nutr705	False	
Nutr707	False	
Nutr708	False	
Nutr709	False	
Nutr720	False	
Nutr722	False	
Nutr721	False	
Nutr719	True	S3
Nutr714	False	
Nutr713	False	
Nutr726	False	
Nutr727	False	
Nutr725	True	S3
Nutr712	False	
Nutr715	False	
Nutr729	False	
Nutr728	False	
Nutr730	False	
Nutr716	False	
Nutr740	False	
Nutr717	False	
Nutr724	False	
Nutr731	False	
Nutr733	False	
Nutr732	False	
Nutr746	False	
Nutr747	False	
Nutr734	False	
Nutr741	False	
Nutr745	False	
Nutr743	False	
Nutr742	False	
Nutr744	False	
Nutr751	False	
Nutr750	False	
Nutr749	False	
Nutr748	False	
Nutr752	False	
Nutr768	False	
Nutr767	False	
Nutr753	False	
Nutr754	False	
Nutr755	False	
Nutr758	False	
Nutr757	False	
Nutr756	False	
Nutr759	False	
Nutr762	False	
Nutr760	False	
Nutr761	True	S3
Nutr769	False	
Nutr773	False	
Nutr770	False	
Nutr772	False	
Nutr763	False	
Nutr774	False	
Nutr775	False	
Nutr771	False	
Nutr765	False	
Nutr764	True	S2
Nutr779	False	
Nutr776	False	
Nutr766	False	
Nutr778	True	S3
Nutr777	False	
Nutr788	False	
Nutr785	False	
Nutr787	False	
Nutr791	False	
Nutr786	True	S2
Nutr789	False	
Nutr781	False	
Nutr790	False	
Nutr780	False	
Nutr783	False	
Nutr782	False	
Nutr784	False	
Olm1	False	
Olm10	False	
Olm11	False	
Olm13	False	
Olm14	False	
Olm15	False	
Olm16	False	
Olm17	False	
Olm18	False	
Olm19	False	
Olm2	True	S2
Olm20	False	
Olm21	False	
Olm22	False	
Olm23	False	
Olm24	False	
Olm25	False	
Olm26	True	S2
Olm28	True	S5
Olm29	False	
Olm3	False	
Olm30	False	
Olm31	True	S3
Olm32	False	
Olm33	False	
Olm34	False	
Olm35	False	
Olm36	False	
Olm37	False	
Olm38	False	
Olm39	False	
Olm4	False	
Olm5	False	
Olm6	False	
Olm7	True	S2
Olm8	True	S3
Olm9	False	
P1E90	False	
P1E0	False	
P1E7	False	
P2E90	False	
P3E90	False	
P4E90	False	
P5E90	False	
P6C90	False	
P7C90	False	
P8C0	True	S4
P8C7	False	
P8C90	False	
P10E0	False	
P10E7	False	
P10E90	False	
P11E0	False	
P11E7	False	
P11E90	False	
P12E0	False	
P12E7	True	S4
P12E90	False	
P13E0	False	
P13E7	False	
P13E90	False	
P14E0	False	
P14E7	False	
P14E90	False	
P15E0	False	
P15E7	False	
P15E90	False	
P17E0	False	
P17E7	False	
P17E90	False	
P18E0	False	
P18E7	True	S4
P18E90	False	
P19E0	False	
P19E7	False	
P19E90	False	
P20E0	False	
P20E7	True	S4
P20E90	False	
P21E0	False	
P21E7	False	
P21E90	False	
P22E0	False	
P22E7	False	
P22E90	False	
P23C0	False	
P23C7	False	
P23C90	False	
P25C0	False	
P25C7	False	
P25C90	False	
P2E0	False	
P2E7	False	
P38C0	False	
P38C7	False	
P38C90	False	
P3E0	False	
P3E7	False	
P4E0	True	S3
P4E7	False	
P5E0	False	
P5E7	True	S4
P6C0	False	
P6C7	False	
P7C0	False	
P7C7	False	
P9E0	False	
P9E7	True	S4
P9E90	False	
PAL10.D0	False	
PAL10.D180	False	
PAL10.D42	False	
PAL10.D8	False	
PAL11.D0	False	
PAL11.D180	False	
PAL11.D42	False	
PAL11.D4opt	True	S2
PAL11.D8	False	
PAL12.D0	False	
PAL12.D180	False	
PAL12.D42	False	
PAL12.D4opt	False	
PAL12.D8	False	
PAL1.D0	False	
PAL1.D180	False	
PAL1.D42	False	
PAL1.D8	False	
PAL2.D0	False	
PAL2.D180	False	
PAL2.D42	False	
PAL2.D4opt	True	S2
PAL2.D8	False	
PAL3.D0	False	
PAL3.D180	False	
PAL3.D42	False	
PAL3.D4	False	
PAL3.D8	False	
PAL4.D0	False	
PAL4.D180	False	
PAL4.D42	False	
PAL4.D4opt	True	S2
PAL4.D8opt	False	
PAL5.D0	False	
PAL5.D180	False	
PAL5.D42	False	
PAL5.D4	True	S5
PAL5.D8	False	
PAL6.D0	False	
PAL6.D180	False	
PAL6.D42	False	
PAL6.D4opt	True	S2
PAL6.D8opt	False	
PAL7.D0	False	
PAL7.D180	False	
PAL7.D42	False	
PAL7.D4opt	True	S2
PAL7.D8	False	
PAL8.D0	False	
PAL8.D180	False	
PAL8.D42	False	
PAL8.D8	False	
PAL9.D0	False	
PAL9.D180	False	
PAL9.D42	False	
PAL9.D4	True	S2
PAL9.D8	False	
PNPV99	False	
PNPV98	False	
PNPV97	True	S4
PNPV94	False	
PNPV93	True	S2
PNPV89	True	S3
PNPV88	False	
PNPV87	False	
PNPV86	False	
PNPV84	True	S3
PNPV83	False	
PNPV82	False	
PNPV81	False	
PNPV80	False	
PNPV79	False	
PNPV78	False	
PNPV77	False	
PNPV76	False	
PNPV75	False	
PNPV74	False	
PNPV73	False	
PNPV72	False	
PNPV71	False	
PNPV70	False	
PNPV69	False	
PNPV68	False	
PNPV67	False	
PNPV66	True	S2
PNPV65	False	
PNPV64	False	
PNPV62	False	
PNPV60	False	
PNPV59	False	
PNPV58	False	
PNPV57	True	S2
PNPV55	False	
PNPV54	False	
PNPV53	False	
PNPV52	False	
PNPV50	False	
PNPV49	False	
PNPV48	False	
PNPV47	False	
PNPV46	False	
PNPV43	False	
PNPV42	False	
PNPV39	False	
PNPV38	True	S2
PNPV37	False	
PNPV36	False	
PNPV35	False	
PNPV34	False	
PNPV33	False	
PNPV32	False	
PNPV31	False	
PNPV30	False	
PNPV29	False	
PNPV28	False	
PNPV27	False	
PNPV26	False	
PNPV25	False	
PNPV24	False	
PNPV23	False	
PNPV22	False	
PNPV21	False	
PNPV20	False	
PNPV19	False	
PNPV18	False	
PNPV17	False	
PNPV15	False	
PNPV14	False	
PNPV13	False	
PNPV12	False	
PNPV11	False	
PNPV10	False	
PNPV9	False	
PNPV8	False	
PNPV7	False	
PNPV6	False	
PNPV5	False	
PNPV4	False	
PNPV3	False	
PNPV2	False	
PNPV1	False	
PW1	False	
PW10	False	
PW100	False	
PW101	False	
PW102	False	
PW103	True	S4
PW104	False	
PW105	False	
PW106	False	
PW107	False	
PW108	False	
PW109	False	
PW11	False	
PW110	False	
PW111	False	
PW112	False	
PW113	False	
PW114	False	
PW115	False	
PW116	False	
PW117	False	
PW118	False	
PW119	False	
PW12	False	
PW120	False	
PW121	False	
PW122	False	
PW123	False	
PW124	True	S4
PW125	False	
PW126	False	
PW127	False	
PW128	False	
PW129	False	
PW13	False	
PW130	False	
PW131	False	
PW132	False	
PW133	False	
PW134	True	S4
PW135	False	
PW136	False	
PW137	False	
PW138	False	
PW139	False	
PW14	False	
PW140	False	
PW141	False	
PW142	False	
PW143	False	
PW144	False	
PW145	False	
PW146	False	
PW147	True	S4
PW148	False	
PW149	False	
PW15	False	
PW150	False	
PW151	False	
PW152	False	
PW153	False	
PW154	False	
PW155	False	
PW156	False	
PW157	False	
PW158	False	
PW159	False	
PW160	False	
PW161	False	
PW162	True	S4
PW163	False	
PW164	False	
PW165	False	
PW166	False	
PW167	False	
PW168	False	
PW169	False	
PW17	False	
PW170	False	
PW171	False	
PW172	False	
PW173	False	
PW174	False	
PW175	False	
PW176	False	
PW177	False	
PW178	False	
PW179	False	
PW181	False	
PW182	False	
PW183	True	S4
PW184	False	
PW185	False	
PW186	False	
PW187	False	
PW188	False	
PW189	False	
PW19	False	
PW190	False	
PW191	False	
PW192	False	
PW193	True	S4
PW194	False	
PW195	False	
PW196	False	
PW197	False	
PW198	False	
PW199	False	
PW2	False	
PW20	False	
PW200	False	
PW201	False	
PW202	False	
PW203	False	
PW204	False	
PW205	False	
PW206	False	
PW207	False	
PW208	False	
PW21	False	
PW210	True	S4
PW211	False	
PW212	False	
PW213	False	
PW214	False	
PW215	False	
PW216	False	
PW217	True	S4
PW218	False	
PW219	False	
PW22	False	
PW220	False	
PW221	False	
PW222	False	
PW223	False	
PW224	False	
PW225	False	
PW226	False	
PW227	False	
PW228	False	
PW229	False	
PW23	False	
PW230	False	
PW231	False	
PW232	False	
PW233	False	
PW234	False	
PW235	False	
PW236	True	S4
PW237	False	
PW238	False	
PW239	False	
PW24	False	
PW240	False	
PW241	False	
PW242	False	
PW243	False	
PW244	False	
PW246	False	
PW247	False	
PW248	False	
PW249	False	
PW25	False	
PW250	False	
PW251	False	
PW252	False	
PW253	False	
PW254	False	
PW255	False	
PW256	False	
PW257	True	S4
PW258	False	
PW259	False	
PW26	False	
PW260	False	
PW261	False	
PW262	False	
PW263	False	
PW264	False	
PW265	False	
PW266	False	
PW267	False	
PW268	False	
PW269	False	
PW27	False	
PW270	False	
PW271	False	
PW272	False	
PW274	False	
PW275	False	
PW276	False	
PW277	False	
PW278	False	
PW279	False	
PW28	False	
PW280	True	S4
PW281	False	
PW282	False	
PW283	False	
PW284	False	
PW285	False	
PW286	False	
PW287	False	
PW288	False	
PW289	True	S4
PW29	False	
PW290	False	
PW291	False	
PW292	False	
PW293	False	
PW294	True	S4
PW295	False	
PW297	False	
PW298	False	
PW299	False	
PW3	False	
PW30	False	
PW300	False	
PW301	True	S4
PW302	False	
PW303	False	
PW304	False	
PW305	False	
PW306	False	
PW307	True	S1
PW308	False	
PW309	False	
PW31	False	
PW310	False	
PW311	False	
PW312	False	
PW313	False	
PW314	True	S4
PW315	True	S4
PW316	False	
PW317	False	
PW318	False	
PW319	False	
PW32	False	
PW320	False	
PW321	False	
PW322	False	
PW323	False	
PW325	False	
PW326	False	
PW327	False	
PW328	False	
PW329	False	
PW33	False	
PW330	False	
PW331	False	
PW332	False	
PW333	False	
PW334	False	
PW335	False	
PW336	False	
PW337	False	
PW338	True	S4
PW339	True	S4
PW34	True	S3
PW340	False	
PW341	True	S4
PW343	False	
PW344	False	
PW345	False	
PW346	False	
PW347	True	S4
PW348	False	
PW349	False	
PW35	False	
PW350	False	
PW351	False	
PW352	False	
PW353	False	
PW354	False	
PW355	False	
PW356	False	
PW357	False	
PW358	False	
PW359	False	
PW36	False	
PW360	False	
PW361	False	
PW362	False	
PW363	False	
PW364	False	
PW365	False	
PW366	False	
PW367	False	
PW368	False	
PW369	False	
PW37	True	S4
PW370	False	
PW371	False	
PW372	False	
PW373	False	
PW374	False	
PW375	True	S4
PW376	False	
PW377	False	
PW378	False	
PW379	False	
PW38	False	
PW380	False	
PW381	False	
PW382	False	
PW383	False	
PW384	False	
PW385	False	
PW386	False	
PW387	False	
PW388	False	
PW389	False	
PW39	False	
PW390	False	
PW391	False	
PW392	False	
PW394	False	
PW395	False	
PW396	False	
PW397	False	
PW399	False	
PW4	False	
PW40	False	
PW400	False	
PW401	False	
PW402	True	S4
PW403	False	
PW404	False	
PW405	False	
PW406	False	
PW407	False	
PW408	False	
PW409	False	
PW41	False	
PW410	False	
PW411	False	
PW412	False	
PW413	False	
PW415	False	
PW416	False	
PW417	False	
PW418	False	
PW419	False	
PW42	False	
PW420	False	
PW421	False	
PW422	False	
PW423	False	
PW424	False	
PW425	False	
PW426	False	
PW427	False	
PW428	False	
PW429	False	
PW43	False	
PW430	False	
PW431	True	S1
PW432	False	
PW433	False	
PW434	False	
PW435	True	S3
PW436	False	
PW437	False	
PW438	True	S5
PW439	True	S4
PW44	False	
PW440	False	
PW441	False	
PW442	False	
PW443	False	
PW444	False	
PW445	False	
PW446	False	
PW447	False	
PW448	False	
PW449	False	
PW45	True	S4
PW450	False	
PW451	False	
PW452	False	
PW453	False	
PW454	False	
PW455	False	
PW456	False	
PW457	False	
PW458	False	
PW459	False	
PW46	False	
PW460	False	
PW461	True	S4
PW462	False	
PW463	False	
PW464	False	
PW465	False	
PW466	False	
PW467	False	
PW468	False	
PW469	True	S3
PW47	False	
PW470	False	
PW471	False	
PW472	False	
PW473	False	
PW474	True	S3
PW475	False	
PW476	False	
PW477	False	
PW478	False	
PW479	False	
PW48	True	S4
PW480	False	
PW481	False	
PW482	False	
PW483	False	
PW484	False	
PW486	False	
PW487	False	
PW488	True	S4
PW489	True	S4
PW49	False	
PW490	False	
PW491	True	S4
PW492	False	
PW493	False	
PW494	False	
PW495	False	
PW496	False	
PW497	False	
PW498	False	
PW5	False	
PW50	False	
PW501	False	
PW502	False	
PW503	False	
PW504	False	
PW505	False	
PW506	False	
PW507	False	
PW508	False	
PW509	False	
PW51	False	
PW510	False	
PW511	False	
PW512	False	
PW513	False	
PW514	False	
PW515	False	
PW516	False	
PW517	False	
PW518	False	
PW519	False	
PW52	False	
PW520	False	
PW521	False	
PW522	False	
PW523	True	S4
PW524	True	S4
PW525	False	
PW526	False	
PW527	False	
PW528	False	
PW529	False	
PW53	False	
PW530	False	
PW531	False	
PW532	False	
PW533	False	
PW534	False	
PW535	False	
PW536	False	
PW537	False	
PW538	False	
PW539	False	
PW54	False	
PW540	False	
PW541	False	
PW542	True	S3
PW543	False	
PW544	False	
PW545	False	
PW546	False	
PW547	True	S4
PW548	False	
PW549	False	
PW55	False	
PW550	False	
PW551	False	
PW552	True	S4
PW553	True	S3
PW554	False	
PW555	False	
PW556	False	
PW557	False	
PW558	False	
PW559	False	
PW56	False	
PW560	False	
PW561	False	
PW562	False	
PW563	False	
PW564	False	
PW565	False	
PW566	False	
PW567	False	
PW568	False	
PW569	False	
PW57	False	
PW570	False	
PW571	False	
PW572	False	
PW573	False	
PW574	True	S1
PW576	False	
PW577	False	
PW578	False	
PW579	True	S4
PW58	False	
PW580	False	
PW581	False	
PW582	False	
PW583	False	
PW584	False	
PW585	False	
PW586	False	
PW587	False	
PW588	False	
PW589	False	
PW59	False	
PW590	False	
PW591	False	
PW592	False	
PW593	False	
PW594	False	
PW595	False	
PW596	False	
PW597	False	
PW598	False	
PW599	False	
PW6	False	
PW60	False	
PW600	False	
PW601	False	
PW602	False	
PW603	False	
PW604	False	
PW605	False	
PW606	False	
PW607	False	
PW608	False	
PW609	False	
PW61	False	
PW610	False	
PW611	False	
PW612	False	
PW613	False	
PW614	False	
PW615	False	
PW616	True	S4
PW617	False	
PW618	False	
PW619	False	
PW62	False	
PW620	False	
PW621	False	
PW622	False	
PW623	False	
PW624	False	
PW625	False	
PW626	False	
PW627	False	
PW628	False	
PW629	False	
PW63	False	
PW630	True	S4
PW631	True	S4
PW632	True	S4
PW633	False	
PW634	True	S4
PW635	True	S4
PW636	True	S4
PW637	False	
PW638	False	
PW639	False	
PW64	False	
PW640	False	
PW641	False	
PW642	False	
PW643	False	
PW644	False	
PW645	False	
PW646	False	
PW647	False	
PW648	False	
PW649	False	
PW65	False	
PW650	True	S4
PW651	False	
PW652	False	
PW653	False	
PW654	False	
PW655	False	
PW656	False	
PW657	True	S4
PW658	True	S4
PW659	False	
PW66	False	
PW660	False	
PW661	False	
PW662	False	
PW67	False	
PW68	False	
PW69	False	
PW7	False	
PW70	False	
PW71	False	
PW72	False	
PW73	False	
PW74	False	
PW75	True	S4
PW76	False	
PW77	False	
PW78	False	
PW79	False	
PW8	False	
PW80	False	
PW81	True	S6
PW82	False	
PW83	False	
PW84	False	
PW85	False	
PW87	False	
PW89	False	
PW9	False	
PW90	False	
PW91	False	
PW92	False	
PW93	False	
PW94	False	
PW95	False	
PW96	False	
PW97	False	
PW98	False	
PW99	False	
R1.10m	False	
R1.15m	False	
R1.18m	False	
R1.24m	True	S3
R1.2m	True	S5
R1.6m	True	S5
R10.10m	True	S3
R10.15m	False	
R10.18m	False	
R10.24m	False	
R10.2m	True	S5
R10.6m	False	
R100.15m	False	
R100.18m	True	S3
R100.24m	False	
R100.2m	True	S5
R100.6m	False	
R101.10m	False	
R101.15m	False	
R101.18m	False	
R101.24m	True	S3
R101.2m	False	
R101.6m	True	S5
R102.10m	False	
R102.15m	True	S3
R102.24m	False	
R102.2m	False	
R102.6m	False	
R103.10m	False	
R103.15m	True	S3
R103.18m	False	
R103.24m	False	
R103.2m	True	S5
R103.6m	True	S5
R103.birth	True	S5
R105.10m	False	
R105.15m	False	
R105.18m	False	
R105.24m	True	S3
R105.2m	False	
R105.6m	False	
R106.10m	False	
R106.15m	False	
R106.18m	False	
R106.24m	False	
R106.2m	True	S5
R106.6m	False	
R108.10m	False	
R108.15m	True	S3
R108.18m	False	
R108.24m	False	
R108.6m	False	
R109.10m	False	
R109.15m	False	
R109.18m	False	
R109.24m	False	
R109.2m	False	
R11.10m	True	S3
R11.15m	True	S3
R11.18m	False	
R11.24m	True	S3
R11.6m	False	
R110.10m	False	
R110.15m	False	
R110.18m	False	
R110.24m	False	
R110.6m	False	
R112.10m	False	
R112.15m	False	
R112.18m	False	
R112.24m	False	
R112.6m	False	
R113.10m	False	
R113.15m	True	S5
R113.18m	False	
