	is_monodominant	signature_name
SHAO237	False	
SHAO238	False	
SHAO239	False	
SHAO240	True	S6
SHAO241	True	S6
SHAO242	False	
SHAO243	True	S5
SHAO244	True	S5
SHAO245	False	
SHAO246	False	
SHAO247	False	
SHAO248	False	
SHAO249	False	
SHAO250	True	S5
SHAO251	True	S4
SHAO252	False	
SHAO253	True	S6
SHAO254	False	
SHAO255	True	S6
SHAO256	True	S6
SHAO257	False	
SHAO258	False	
SHAO259	True	S6
SHAO260	False	
SHAO261	False	
SHAO262	False	
SHAO263	False	
SHAO264	True	S6
SHAO265	True	S6
SHAO266	True	S6
SHAO267	True	S6
SHAO268	True	S5
SHAO269	False	
SHAO270	True	S6
SHAO271	False	
SHAO272	True	S6
SHAO273	True	S6
SHAO274	False	
SHAO275	False	
SHAO276	True	S6
SHAO277	False	
SHAO278	False	
SHAO279	True	S6
SHAO280	False	
SHAO281	True	S6
SHAO282	True	S6
SHAO283	False	
SHAO284	False	
SHAO285	False	
SHAO286	True	S6
SHAO287	True	S5
SHAO288	True	S5
SHAO289	False	
SHAO290	True	S5
SHAO291	False	
SHAO292	False	
SHAO293	False	
SHAO294	True	S6
SHAO295	True	S6
SHAO296	False	
SHAO297	True	S5
SHAO298	True	S5
SHAO299	True	S5
SHAO300	True	S6
SHAO301	False	
SHAO302	True	S5
SHAO303	False	
SHAO304	False	
SHAO305	False	
SHAO306	False	
SHAO307	False	
SHAO308	False	
SHAO309	False	
SHAO310	True	S6
SHAO311	False	
SHAO312	True	S6
SHAO313	True	S6
SHAO314	True	S6
SHAO315	True	S6
SHAO316	False	
SHAO317	False	
SHAO318	True	S6
SHAO319	False	
SHAO320	False	
SHAO321	False	
SHAO322	True	S5
SHAO323	False	
SHAO324	False	
SHAO325	False	
SHAO326	False	
SHAO327	False	
SHAO328	True	S5
SHAO329	False	
SHAO330	True	S5
SHAO331	False	
SHAO332	False	
SHAO333	False	
SHAO334	True	S5
SHAO335	False	
SHAO336	False	
SHAO337	False	
SHAO338	False	
SHAO339	False	
SHAO340	False	
SHAO341	True	S6
SHAO342	True	S6
SHAO343	False	
SHAO344	False	
SHAO345	False	
SHAO346	False	
SHAO347	True	S5
SHAO348	True	S6
SHAO349	True	S6
SHAO350	True	S5
SHAO351	False	
SHAO352	False	
SHAO353	True	S5
SHAO354	False	
SHAO355	True	S6
SHAO356	False	
SHAO357	False	
SHAO358	True	S5
SHAO359	False	
SHAO360	False	
SHAO361	True	S5
SHAO362	False	
SHAO363	False	
SHAO364	False	
SHAO365	True	S6
SHAO366	True	S6
SHAO367	False	
SHAO368	False	
SHAO369	True	S6
SHAO370	False	
SHAO371	True	S6
SHAO372	True	S5
SHAO373	False	
SHAO374	False	
SHAO375	True	S6
SHAO376	False	
SHAO377	False	
SHAO378	False	
SHAO379	False	
SHAO380	False	
SHAO381	False	
SHAO382	False	
SHAO383	False	
SHAO384	True	S5
SHAO385	False	
SHAO386	False	
SHAO387	False	
SHAO388	False	
SHAO389	False	
SHAO390	False	
SHAO391	False	
SHAO392	False	
SHAO393	False	
SHAO394	False	
SHAO395	False	
SHAO396	True	S6
SHAO397	False	
SHAO398	False	
SHAO399	True	S5
SHAO400	True	S6
SHAO401	False	
SHAO402	False	
SHAO403	True	S6
SHAO404	False	
SHAO405	False	
SHAO406	False	
SHAO407	False	
SHAO408	True	S6
SHAO409	True	S6
SHAO410	False	
SHAO411	False	
SHAO412	True	S6
SHAO413	True	S6
SHAO414	False	
SHAO415	False	
SHAO416	True	S6
SHAO417	False	
SHAO418	True	S6
SHAO419	False	
SHAO420	True	S5
SHAO421	False	
SHAO422	False	
SHAO423	True	S5
SHAO424	True	S5
SHAO425	True	S5
SHAO426	False	
SHAO427	True	S5
SHAO428	False	
SHAO429	True	S6
SHAO430	True	S6
SHAO431	False	
SHAO432	False	
SHAO433	True	S5
SHAO434	False	
SHAO435	True	S5
SHAO436	False	
SHAO437	False	
SHAO438	False	
SHAO439	False	
SHAO440	False	
SHAO441	False	
SHAO442	False	
SHAO443	True	S6
SHAO444	True	S5
SHAO445	True	S6
SHAO446	False	
SHAO447	False	
SHAO448	False	
SHAO449	False	
SHAO450	False	
SHAO451	True	S5
SHAO452	True	S6
SHAO453	True	S5
SHAO454	False	
SHAO455	False	
SHAO456	True	S5
SHAO457	False	
SHAO458	True	S5
SHAO459	False	
SHAO460	True	S5
SHAO461	False	
SHAO462	False	
SHAO463	True	S5
SHAO464	True	S6
SHAO465	False	
SHAO466	False	
SHAO467	True	S5
SHAO468	False	
SHAO469	False	
SHAO470	False	
SHAO471	False	
SHAO472	True	S5
SHAO473	True	S5
SHAO474	True	S5
SHAO475	False	
SHAO476	False	
SHAO477	True	S5
SHAO478	False	
SHAO479	False	
SHAO480	False	
SHAO481	True	S5
SHAO482	False	
SHAO483	False	
SHAO484	True	S5
SHAO485	False	
SHAO486	True	S5
SHAO487	True	S5
SHAO488	True	S5
SHAO489	True	S5
SHAO490	False	
SHAO491	False	
SHAO492	True	S5
SHAO493	False	
SHAO494	False	
SHAO495	False	
SHAO496	False	
SHAO497	False	
SHAO498	False	
SHAO499	False	
SHAO500	False	
SHAO501	False	
SHAO502	True	S6
SHAO503	True	S5
SHAO504	True	S6
SHAO505	True	S6
SHAO506	True	S6
SHAO507	True	S6
SHAO508	False	
SHAO509	False	
SHAO510	True	S5
SHAO511	False	
SHAO512	True	S5
SHAO513	True	S5
SHAO514	True	S6
SHAO515	False	
SHAO516	True	S6
SHAO517	False	
SHAO518	False	
SHAO519	True	S6
SHAO520	True	S5
SHAO521	False	
SHAO522	False	
SHAO523	False	
SHAO524	False	
SHAO525	False	
SHAO526	False	
SHAO527	True	S6
SHAO528	True	S5
SHAO529	True	S5
SHAO530	True	S6
SHAO531	True	S6
SHAO532	True	S6
SHAO533	True	S6
SHAO534	True	S6
SHAO535	True	S6
SHAO536	True	S6
SHAO537	False	
SHAO538	False	
SHAO539	False	
SHAO540	False	
SHAO541	False	
SHAO542	False	
SHAO543	True	S6
SHAO544	True	S6
SHAO545	False	
SHAO546	False	
SHAO547	True	S6
SHAO548	False	
SHAO550	True	S6
SHAO551	False	
SHAO552	False	
SHAO553	True	S5
SHAO554	False	
SHAO555	True	S5
SHAO556	True	S6
SHAO557	True	S5
SHAO558	False	
SHAO559	True	S5
SHAO560	True	S6
SHAO561	True	S5
SHAO562	True	S6
SHAO563	True	S6
SHAO564	False	
SHAO565	False	
SHAO566	False	
SHAO567	False	
SHAO568	False	
SHAO569	True	S6
SHAO570	False	
SHAO571	False	
SHAO572	False	
SHAO573	True	S6
SHAO574	True	S6
SHAO575	False	
SHAO576	False	
SHAO577	False	
SHAO578	False	
SHAO579	True	S5
SHAO580	False	
SHAO581	False	
SHAO582	True	S5
SHAO583	True	S5
SHAO584	True	S5
SHAO585	True	S5
SHAO586	True	S5
SHAO587	True	S5
SHAO588	True	S5
SHAO589	True	S5
SHAO590	True	S5
SHAO591	False	
SHAO592	False	
SHAO593	True	S5
SHAO594	False	
SHAO595	False	
SHAO596	False	
SHAO597	True	S5
SHAO598	True	S6
SHAO599	True	S6
SHAO600	False	
SHAO602	False	
SHAO603	True	S6
SHAO604	False	
SHAO605	True	S6
SHAO606	True	S5
SHAO607	True	S6
SHAO608	True	S6
SHAO609	False	
SHAO610	True	S6
SHAO611	True	S6
SHAO612	False	
SHAO613	False	
SHAO614	True	S6
SHAO615	True	S6
SHAO616	True	S6
SHAO617	True	S6
SHAO618	True	S5
SHAO619	False	
SHAO620	False	
SHAO621	False	
SHAO622	False	
SHAO623	False	
SHAO624	False	
SHAO625	True	S6
SHAO626	True	S5
SHAO627	True	S6
SHAO628	True	S6
SHAO629	True	S6
SHAO630	False	
SHAO631	True	S6
SHAO632	False	
SHAO633	False	
SHAO634	True	S5
SHAO635	True	S5
SHAO636	True	S5
SHAO637	True	S5
SHAO638	False	
SHAO639	False	
SHAO640	False	
SHAO641	False	
SHAO642	True	S5
SHAO643	False	
SHAO644	True	S5
SHAO645	True	S5
SHAO646	True	S5
SHAO647	True	S5
SHAO648	True	S5
SHAO649	True	S5
SHAO650	True	S5
SHAO651	True	S5
SHAO652	True	S5
SHAO653	True	S5
SHAO654	True	S5
SHAO655	True	S6
SHAO656	True	S5
SHAO657	False	
SHAO658	True	S5
SHAO659	True	S6
SHAO660	True	S5
SHAO661	True	S5
SHAO662	True	S5
SHAO663	True	S5
SHAO664	True	S5
SHAO665	False	
SHAO666	False	
SHAO667	False	
SHAO668	False	
SHAO669	True	S5
SHAO670	True	S6
SHAO671	False	
SHAO672	True	S6
SHAO673	False	
SHAO674	True	S4
SHAO675	True	S4
SHAO676	False	
SHAO677	True	S5
SHAO678	True	S5
SHAO679	False	
SHAO680	False	
SHAO681	True	S6
SHAO682	True	S6
SHAO683	True	S5
SHAO684	True	S6
SHAO685	False	
SHAO686	True	S5
SHAO687	True	S5
SHAO688	True	S5
SHAO689	False	
SHAO690	False	
SHAO691	True	S5
SHAO692	False	
SHAO693	False	
SHAO694	False	
SHAO695	False	
SHAO696	False	
SHAO697	False	
SHAO698	True	S5
SHAO699	False	
SHAO700	True	S6
SHAO701	False	
SHAO702	True	S4
SHAO703	True	S4
SHAO704	True	S4
SHAO705	True	S6
SHAO706	True	S6
SHAO707	False	
SHAO708	False	
SHAO709	False	
SHAO710	False	
SHAO711	True	S5
SHAO712	True	S5
SHAO713	True	S5
SHAO714	True	S5
SHAO715	False	
SHAO716	False	
SHAO717	True	S6
SHAO718	False	
SHAO719	False	
SHAO720	True	S6
SHAO721	True	S6
SHAO722	True	S6
SHAO723	True	S6
SHAO724	True	S6
SHAO725	False	
SHAO726	False	
SHAO727	True	S5
SHAO728	False	
SHAO729	False	
SHAO730	False	
SHAO731	True	S5
SHAO732	True	S5
SHAO733	False	
SHAO734	True	S5
SHAO736	True	S5
SHAO737	False	
SHAO738	True	S5
SHAO739	False	
SHAO740	False	
SHAO741	False	
SHAO742	True	S6
SHAO743	True	S5
SHAO744	True	S5
SHAO745	True	S6
SHAO746	False	
SHAO747	False	
SHAO748	False	
SHAO749	True	S5
SHAO750	False	
SHAO751	True	S5
SHAO752	True	S6
SHAO753	False	
SHAO754	True	S5
SHAO755	True	S2
SHAO756	True	S5
SHAO757	False	
SHAO758	False	
SHAO759	True	S6
SHAO760	True	S6
SHAO761	True	S5
SHAO762	False	
SHAO763	True	S5
SHAO764	True	S5
SHAO765	False	
SHAO766	True	S5
SHAO767	True	S6
SHAO768	False	
SHAO769	True	S6
SHAO770	False	
SHAO771	True	S5
SHAO772	True	S5
SHAO773	True	S5
SHAO774	False	
SHAO775	True	S6
SHAO776	False	
SHAO777	False	
SHAO778	False	
SHAO779	False	
SHAO780	False	
SHAO781	False	
SHAO782	True	S4
SHAO783	False	
SHAO784	False	
SHAO785	True	S5
SHAO786	True	S5
SHAO787	True	S5
SHAO788	False	
SHAO789	True	S5
SHAO790	True	S5
SHAO791	True	S5
SHAO792	False	
SHAO793	True	S5
SHAO794	True	S6
SHAO795	True	S6
SHAO796	True	S5
SHAO797	True	S6
SHAO798	False	
SHAO799	False	
SHAO800	False	
SHAO801	False	
SHAO802	False	
SHAO803	False	
SHAO804	False	
SHAO805	False	
SHAO806	True	S5
SHAO807	True	S6
SHAO808	True	S6
SHAO809	False	
SHAO810	False	
SHAO811	False	
SHAO812	False	
SHAO813	False	
SHAO814	True	S5
SHAO815	True	S5
SHAO816	False	
SHAO817	False	
SHAO818	False	
SHAO819	True	S6
SHAO820	False	
SHAO821	False	
SHAO822	True	S5
SHAO823	True	S6
SHAO824	True	S6
SHAO825	True	S6
SHAO826	False	
SHAO827	True	S6
SHAO828	True	S6
SHAO829	False	
SHAO830	True	S6
SHAO831	True	S6
SHAO832	False	
SHAO833	True	S3
SHAO834	True	S5
SHAO835	True	S5
SHAO836	False	
SHAO837	True	S6
SHAO838	False	
SHAO839	True	S6
SHAO840	True	S6
SHAO841	True	S5
SHAO842	True	S5
SHAO843	True	S6
SHAO844	True	S5
SHAO845	False	
SHAO846	False	
SHAO847	True	S5
SHAO848	False	
SHAO849	False	
SHAO850	False	
SHAO851	False	
SHAO852	True	S5
SHAO853	True	S5
SHAO854	True	S5
SHAO855	False	
SHAO856	True	S5
SHAO857	True	S6
SHAO858	False	
SHAO859	False	
SHAO860	True	S5
SHAO861	False	
SHAO862	False	
SHAO863	True	S5
SHAO864	False	
SHAO865	False	
SHAO866	True	S5
SHAO867	True	S6
SHAO868	True	S6
SHAO869	False	
SHAO870	True	S6
SHAO871	False	
SHAO872	False	
SHAO873	False	
SHAO874	True	S6
SHAO875	True	S6
SHAO876	False	
SHAO877	True	S5
SHAO878	True	S6
SHAO879	True	S6
SHAO880	True	S6
SHAO881	True	S6
SHAO882	True	S6
SHAO883	False	
SHAO884	True	S5
SHAO885	True	S5
SHAO886	True	S5
SHAO887	True	S5
SHAO888	True	S5
SHAO889	False	
SHAO890	True	S4
SHAO891	True	S4
SHAO892	False	
SHAO893	True	S5
SHAO894	True	S5
SHAO895	True	S6
SHAO896	False	
SHAO897	True	S6
SHAO898	True	S5
SHAO899	True	S6
SHAO900	True	S6
SHAO901	True	S6
SHAO902	True	S6
SHAO903	True	S5
SHAO904	True	S6
SHAO905	True	S5
SHAO906	False	
SHAO907	False	
SHAO908	False	
SHAO909	True	S5
SHAO910	False	
SHAO911	True	S5
SHAO912	False	
SHAO913	True	S6
SHAO914	False	
SHAO915	False	
SHAO916	False	
SHAO917	False	
SHAO918	False	
SHAO919	False	
SHAO920	False	
SHAO921	False	
SHAO922	False	
SHAO923	False	
SHAO924	True	S6
SHAO925	True	S6
SHAO926	False	
SHAO927	True	S6
SHAO928	False	
SHAO929	False	
SHAO930	False	
SHAO931	True	S6
SHAO932	False	
SHAO933	False	
SHAO934	True	S6
SHAO935	True	S6
SHAO936	True	S6
SHAO937	False	
SHAO938	False	
SHAO939	True	S5
SHAO940	True	S5
SHAO941	True	S6
SHAO942	True	S5
SHAO943	False	
SHAO944	False	
SHAO945	True	S5
SHAO946	True	S5
SHAO947	False	
SHAO948	False	
SHAO949	False	
SHAO950	True	S5
SHAO951	True	S5
SHAO952	False	
SHAO953	False	
SHAO954	True	S6
SHAO956	False	
SHAO957	False	
SHAO958	False	
SHAO959	True	S5
SHAO960	True	S5
SHAO961	True	S5
SHAO962	False	
SHAO963	False	
SHAO964	True	S5
SHAO965	True	S6
SHAO966	False	
SHAO967	False	
SHAO968	True	S5
SHAO969	True	S6
SHAO970	True	S5
SHAO971	True	S5
SHAO972	True	S5
SHAO973	False	
SHAO974	False	
SHAO975	True	S5
SHAO976	True	S6
SHAO977	False	
SHAO978	False	
SHAO979	True	S5
SHAO980	True	S5
SHAO981	False	
SHAO982	False	
SHAO983	False	
SHAO984	False	
SHAO985	False	
SHAO986	True	S5
SHAO987	True	S5
SHAO988	False	
SHAO989	False	
SHAO990	True	S5
SHAO991	True	S5
SHAO992	False	
SHAO993	True	S5
SHAO994	True	S5
SHAO995	False	
SHAO996	False	
SHAO997	True	S5
SHAO998	True	S5
SHAO999	False	
SHAO1000	True	S5
SHAO1001	False	
SHAO1002	False	
SHAO1003	True	S6
SHAO1004	True	S5
SHAO1005	True	S5
SHAO1006	False	
SHAO1007	True	S6
SHAO1008	True	S6
SHAO1009	True	S5
SHAO1010	False	
SHAO1011	False	
SHAO1012	True	S5
SHAO1013	True	S5
SHAO1014	True	S6
SHAO1015	False	
SHAO1016	True	S6
SHAO1017	False	
SHAO1018	True	S6
SHAO1019	False	
SHAO1020	False	
SHAO1021	True	S6
SHAO1022	True	S5
SHAO1023	True	S5
SHAO1024	True	S5
SHAO1025	False	
SHAO1026	True	S6
SHAO1027	True	S5
SHAO1028	True	S4
SHAO1029	False	
SHAO1030	True	S2
SHAO1031	False	
SHAO1032	False	
SHAO1033	False	
SHAO1034	False	
SHAO1035	True	S6
SHAO1036	True	S5
SHAO1037	True	S6
SHAO1038	True	S5
SHAO1039	True	S6
SHAO1040	True	S6
SHAO1041	True	S5
SHAO1042	True	S5
SHAO1043	False	
SHAO1044	False	
SHAO1045	False	
SHAO1046	True	S6
SHAO1047	True	S6
SHAO1048	True	S6
SHAO1049	False	
SHAO1050	True	S5
SHAO1051	False	
SHAO1052	False	
SHAO1053	False	
SHAO1054	False	
SHAO1055	False	
SHAO1056	False	
SHAO1057	False	
SHAO1058	False	
SHAO1059	False	
SHAO1060	False	
SHAO1061	False	
SHAO1062	False	
SHAO1063	False	
SHAO1064	False	
SHAO1065	False	
SHAO1066	False	
SHAO1067	False	
SHAO1068	False	
SHAO1069	False	
SHAO1070	False	
SHAO1071	False	
SHAO1072	False	
SHAO1073	True	S5
SHAO1074	False	
SHAO1075	True	S5
SHAO1076	True	S2
SHAO1077	False	
SHAO1078	False	
SHAO1079	False	
SHAO1080	True	S5
SHAO1081	True	S5
SHAO1082	False	
SHAO1083	True	S6
SHAO1084	False	
SHAO1085	False	
SHAO1086	True	S6
SHAO1087	True	S6
SHAO1088	True	S6
SHAO1089	True	S6
SHAO1090	False	
SHAO1091	True	S5
SHAO1092	True	S5
SHAO1093	True	S6
SHAO1094	True	S5
SHAO1095	False	
SHAO1096	False	
SHAO1097	False	
SHAO1098	False	
SHAO1099	True	S6
SHAO1100	True	S6
SHAO1101	True	S6
SHAO1102	True	S6
SHAO1104	False	
SHAO1105	False	
SHAO1106	False	
SHAO1107	False	
SHAO1108	False	
SHAO1109	True	S5
SHAO1110	False	
SHAO1111	False	
SHAO1112	False	
SHAO1113	False	
SHAO1114	False	
SHAO1115	False	
SHAO1116	False	
SHAO1117	False	
SHAO1118	False	
SHAO1119	False	
SHAO1120	False	
SHAO1121	False	
SHAO1122	True	S5
SHAO1123	False	
SHAO1124	False	
SHAO1125	True	S6
SHAO1126	True	S5
SHAO1127	True	S6
SHAO1128	True	S6
SHAO1129	True	S6
SHAO1130	False	
SHAO1131	True	S5
SHAO1132	True	S6
SHAO1133	False	
SHAO1134	False	
SHAO1135	False	
SHAO1136	False	
SHAO1137	True	S6
SHAO1138	False	
SHAO1139	False	
SHAO1140	True	S6
SHAO1141	True	S6
SHAO1142	False	
SHAO1143	False	
SHAO1144	True	S5
SHAO1145	False	
SHAO1146	True	S6
SHAO1147	False	
SHAO1148	False	
SHAO1149	True	S6
SHAO1150	False	
SHAO1151	False	
SHAO1152	False	
SHAO1153	False	
SHAO1154	True	S6
SHAO1155	True	S6
SHAO1156	True	S5
SHAO1157	True	S6
SHAO1158	True	S6
SHAO1159	True	S6
SHAO1160	False	
SHAO1161	False	
SHAO1162	True	S3
SHAO1163	False	
SHAO1164	True	S5
SHAO1165	False	
SHAO1166	True	S5
SHAO1167	False	
SHAO1168	True	S5
SHAO1169	True	S5
SHAO1170	True	S5
SHAO1171	True	S6
SHAO1172	False	
SHAO1173	False	
SHAO1174	False	
SHAO1175	False	
SHAO1176	True	S6
SHAO1177	True	S5
SHAO1178	False	
SHAO1179	False	
SHAO1180	True	S6
SHAO1181	False	
SHAO1182	True	S6
SHAO1183	False	
SHAO1184	False	
SHAO1185	True	S6
SHAO1186	False	
SHAO1187	False	
SHAO1188	False	
SHAO1189	True	S6
SHAO1190	False	
SHAO1191	True	S6
SHAO1192	True	S5
SHAO1193	True	S6
SHAO1194	False	
SHAO1195	False	
SHAO1196	True	S6
SHAO1197	False	
SHAO1198	False	
SHAO1199	True	S6
SHAO1200	False	
SHAO1201	True	S6
SHAO1202	True	S6
SHAO1203	False	
SHAO1204	False	
SHAO1205	True	S6
SHAO1206	False	
SHAO1207	True	S6
SHAO1208	True	S6
SHAO1209	False	
SHAO1210	False	
SHAO1211	True	S5
SHAO1212	False	
SHAO1213	False	
SHAO1214	True	S6
SHAO1215	False	
SHAO1216	False	
SHAO1217	False	
SHAO1218	False	
SHAO1219	False	
SHAO1220	False	
SHAO1221	False	
SHAO1222	True	S5
SHAO1223	False	
SHAO1224	False	
SHAO1225	True	S6
SHAO1226	True	S6
SHAO1227	True	S6
SHAO1228	False	
SHAO1229	False	
SHAO1230	False	
SHAO1231	False	
SHAO1232	True	S6
SHAO1233	False	
SHAO1234	False	
SHAO1235	False	
SHAO1236	False	
SHAO1237	False	
SHAO1238	False	
SHAO1239	False	
SHAO1240	False	
SHAO1241	False	
SHAO1242	False	
SHAO1243	False	
SHAO1244	False	
SHAO1245	False	
SHAO1246	True	S5
SHAO1247	False	
SHAO1248	False	
SHAO1249	False	
SHAO1250	False	
SHAO1251	False	
SHAO1252	True	S5
SHAO1253	False	
SHAO1254	False	
SHAO1255	False	
SHAO1256	False	
SHAO1257	False	
SHAO1258	False	
SHAO1259	False	
SHAO1260	False	
SHAO1261	False	
SHAO1262	False	
SHAO1263	False	
SHAO1264	False	
SHAO1265	False	
SHAO1266	False	
SHAO1267	True	S5
SHAO1268	False	
SHAO1269	False	
SHAO1270	False	
SHAO1271	False	
SHAO1272	False	
SHAO1273	False	
SHAO1274	False	
SHAO1275	False	
SHAO1276	False	
SHAO1277	False	
SHAO1278	False	
SHAO1279	False	
SHAO1280	False	
SHAO1281	False	
SHAO1282	False	
SHAO1283	False	
SHAO1284	False	
SHAO1285	False	
SHAO1286	False	
SHAO1287	False	
SHAO1288	True	S5
SHAO1289	False	
SHAO1290	False	
SHAO1291	True	S5
SHAO1292	False	
SHAO1293	False	
SHAO1294	False	
SHAO1295	False	
SHAO1296	False	
SHAO1297	False	
SHAO1298	True	S5
SHAO1299	False	
SHAO1300	False	
SHAO1301	False	
SHAO1302	False	
SHAO1303	False	
SHAO1304	False	
SHAO1305	False	
SHAO1306	False	
SHAO1307	False	
SHAO1308	False	
SHAO1309	False	
SHAO1310	False	
SHAO1311	False	
SHAO1312	False	
SHAO1313	False	
SHAO1314	False	
SHAO1315	False	
SHAO1316	True	S5
SHAO1317	False	
SHAO1318	False	
SHAO1319	False	
SHAO1320	False	
SHAO1321	False	
SHAO1322	False	
SHAO1323	False	
SHAO1324	False	
SHAO1325	True	S6
SHAO1326	False	
SHAO1327	False	
SHAO1328	False	
SHAO1329	False	
SHAO1330	True	S5
SHAO1331	True	S6
SHAO1332	False	
SHAO1333	True	S5
SHAO1334	False	
SHAO1335	False	
SHAO1336	False	
SHAO1337	False	
SHAO1338	False	
SHAO1339	False	
SHAO1340	True	S5
SHAO1341	False	
SHAO1342	False	
SHAO1343	False	
SHAO1344	False	
SHAO1345	False	
SHAO1346	False	
SHAO1347	True	S6
SHAO1348	False	
SHAO1349	False	
SHAO1350	False	
SHAO1351	False	
SHAO1352	False	
SHAO1353	False	
SHAO1354	False	
SHAO1355	False	
SHAO1356	False	
SHAO1357	True	S6
SHAO1358	False	
SHAO1359	False	
SHAO1360	False	
SHAO1361	False	
SHAO1362	False	
SHAO1363	False	
SHAO1364	False	
SHAO1365	False	
SHAO1366	False	
SHAO1367	False	
SHAO1368	False	
SHAO1369	False	
SHAO1370	False	
SHAO1371	False	
SHAO1372	False	
SHAO1373	False	
SHAO1374	False	
SHAO1375	False	
SHAO1376	False	
SHAO1377	False	
SHAO1378	False	
SHAO1379	False	
SHAO1380	False	
SHAO1381	False	
SHAO1382	False	
SHAO1383	False	
SHAO1384	False	
SHAO1385	False	
SHAO1386	False	
SHAO1387	False	
SHAO1388	False	
SHAO1389	False	
SHAO1390	False	
SHAO1391	False	
SHAO1392	False	
SHAO1393	False	
SHAO1394	False	
SHAO1395	False	
SHAO1396	False	
SHAO1397	False	
SHAO1398	False	
SHAO1399	False	
SHAO1400	False	
SHAO1401	False	
SHAO1402	False	
SHAO1403	False	
SHAO1404	False	
SHAO1405	False	
SHAO1406	False	
SHAO1407	False	
SHAO1408	False	
SHAO1409	False	
SHAO1410	False	
SHAO1411	True	S5
SHAO1412	False	
SHAO1413	True	S5
SHAO1414	False	
SHAO1415	False	
SHAO1416	False	
SHAO1417	False	
SHAO1418	False	
SHAO1419	False	
SHAO1420	False	
SHAO1421	True	S6
SHAO1422	True	S6
SHAO1423	True	S6
SHAO1424	True	S5
SHAO1425	False	
SHAO1426	False	
SHAO1427	False	
SHAO1428	False	
SHAO1429	False	
SHAO1430	False	
SHAO1431	False	
SHAO1432	False	
SHAO1433	False	
SHAO1434	False	
SHAO1435	False	
SHAO1436	False	
SHAO1437	False	
SHAO1438	True	S5
SHAO1439	False	
SHAO1440	True	S5
SHAO1441	False	
SHAO1442	False	
SHAO1443	True	S6
SHAO1444	False	
SHAO1445	False	
SHAO1446	False	
SHAO1447	False	
SHAO1448	True	S5
SHAO1449	False	
SHAO1450	False	
SHAO1451	False	
SHAO1452	False	
SHAO1453	False	
SHAO1454	True	S6
SHAO1455	False	
SHAO1456	False	
SHAO1457	False	
SHAO1458	False	
SHAO1459	False	
SHAO1460	True	S6
SHAO1461	True	S5
SHAO1462	False	
SHAO1463	False	
SHAO1464	False	
SHAO1465	False	
SHAO1466	True	S5
SHAO1467	False	
SHAO1468	False	
SHAO1469	False	
SHAO1470	False	
SHAO1471	False	
SHAO1472	False	
SHAO1473	False	
SHAO1474	False	
SHAO1475	False	
SHAO1476	False	
SHAO1477	False	
SHAO1478	False	
SHAO1479	False	
SHAO1480	False	
SHAO1481	False	
SHAO1482	False	
SHAO1483	True	S6
SHAO1484	False	
SHAO1485	False	
SHAO1486	False	
SHAO1487	False	
SHAO1488	True	S6
SHAO1489	False	
SHAO1490	True	S6
SHAO1491	True	S6
SHAO1492	True	S6
SHAO1493	False	
SHAO1494	True	S6
SHAO1495	True	S5
SHAO1496	True	S2
SHAO1497	False	
SHAO1498	False	
SHAO1499	False	
SHAO1500	False	
SHAO1501	False	
SHAO1502	True	S5
SHAO1503	True	S6
SHAO1504	False	
SHAO1505	False	
SHAO1506	True	S6
SHAO1507	True	S6
SHAO1508	True	S6
SHAO1509	False	
SHAO1510	False	
SHAO1511	False	
SHAO1512	True	S6
SHAO1513	True	S6
SHAO1514	True	S6
SHAO1515	False	
SHAO1516	True	S6
SHAO1517	False	
SHAO1518	False	
SHAO1519	False	
SHAO1520	False	
SHAO1521	False	
SHAO1522	True	S6
SHAO1523	False	
SHAO1524	True	S5
SHAO1525	True	S6
SHAO1526	True	S6
SHAO1527	False	
SHAO1528	True	S6
SHAO1529	True	S5
SHAO1530	False	
SHAO1531	False	
SHAO1532	True	S6
SHAO1533	False	
SHAO1534	False	
SHAO1535	False	
SHAO1536	True	S6
SHAO1537	True	S5
SHAO1538	False	
SHAO1539	True	S5
SHAO1540	False	
SHAO1541	True	S6
SHAO1542	False	
SHAO1543	True	S5
SHAO1544	False	
SHAO1545	True	S5
SHAO1546	True	S6
SHAO1547	True	S6
SHAO1548	True	S6
SHAO1549	False	
SHAO1550	False	
SHAO1551	True	S6
SHAO1552	True	S5
SHAO1553	False	
SHAO1554	True	S6
SHAO1555	False	
SHAO1556	True	S6
SHAO1557	True	S5
SHAO1558	False	
SHAO1559	False	
SHAO1560	False	
SHAO1561	True	S5
SHAO1562	False	
SHAO1563	True	S6
SHAO1564	True	S6
SHAO1565	False	
SHAO1566	False	
SHAO1567	True	S6
SHAO1568	True	S5
SHAO1569	False	
SHAO1570	False	
SHAO1571	False	
SHAO1572	False	
SHAO1573	False	
SHAO1574	False	
SHAO1575	False	
SHAO1576	False	
SHAO1577	False	
SHAO1578	False	
SHAO1579	False	
SHAO1580	False	
SHAO1581	True	S5
SHAO1582	False	
SHAO1583	False	
SHAO1584	False	
SHAO1585	False	
SHAO1586	True	S5
SHAO1587	True	S5
SHAO1588	False	
SHAO1589	False	
SHAO1590	False	
SHAO1591	False	
SHAO1592	False	
SHAO1593	False	
SHAO1594	False	
SHAO1595	False	
SHAO1596	False	
SHAO1597	False	
SHAO1598	False	
SHAO1599	False	
SHAO1600	False	
SHAO1601	False	
SHAO1602	False	
SHAO1603	False	
SHAO1604	False	
SHAO1605	False	
