L5	S1	S2	S3	S4	S5	S6	S7	S8
Bacteria;Firmicutes_A;Clostridia;?;?;?	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Alphaproteobacteria;RF32;CAG-977;CAG-977	0.0	0.6602325928319771	0.33976740716802295	0.0	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Alphaproteobacteria;RF32;CAG-239;RUG410	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes_A;Clostridia;Oscillospirales;CAG-272;CAG-448	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes_A;Clostridia;Christensenellales;Borkfalkiaceae;HGM11416	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes_A;Clostridia;Oscillospirales;CAG-272;UMGS902	0.0	0.0	0.9516856266371795	0.04831437336282049	0.0	0.0	0.0	0.0
Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Ruminococcaceae;Faeciplasma	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Acutalibacteraceae;CAG-177	0.0	0.0	0.9998314461874926	0.0001685538125073144	0.0	0.0	0.0	0.0
Bacteria;Verrucomicrobiota;Lentisphaeria;Victivallales;UBA1829;UBA1829	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Ventrimonas	0.0	0.0626334974404314	0.02584236004237993	0.6364719215518274	0.16341912073383427	0.0	0.11163310023152707	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;UBA7173	0.0	0.0	0.21027680036000046	0.7897231996399996	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Alphaproteobacteria;RF32;CAG-239;CAG-267	0.0	0.0	0.30672164139963376	0.19674386003217778	0.4965344985681883	0.0	0.0	0.0
Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium	0.0	0.21554359123738961	0.0018684859771854966	0.35094244559339355	0.4111786926957325	0.0	0.020466784496298917	0.0
Bacteria;Firmicutes_C;Negativicutes;Acidaminococcales;Acidaminococcaceae;Phascolarctobacterium	0.0	0.015870015525593712	0.006916302963276868	0.5244739227808168	0.36217697252341335	0.0	0.09056278620689928	0.0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Holdemanella	1.1254868787432674e-14	0.23876989613213614	0.2108979350718169	0.5503205304843444	0.0	1.1638311691452241e-05	0.0	0.0
Bacteria;Firmicutes;Bacilli;RF39;UBA660;?	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinifilaceae;Odoribacter	0.0	1.7084666214355328e-11	0.186647420888235	0.4286014674653744	0.3565033930091794	0.0	0.028247718620126556	0.0
Bacteria;Firmicutes_A;Clostridia;Christensenellales;CAG-74;UBA11524	0.0	0.0	0.626438367768668	0.3735616322313321	0.0	0.0	0.0	0.0
Bacteria;Firmicutes;Bacilli;RF39;UBA660;CAG-417	0.0	0.0	0.6606150505244202	0.3393849494755799	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinifilaceae;Butyricimonas	0.0	0.0	0.17680861423620936	0.4485623734039941	0.3746290123597967	0.0	0.0	0.0
Bacteria;Firmicutes_A;Clostridia;TANB77;CAG-508;?	0.0	0.0	0.8597068726175411	0.0530214789099418	0.0	0.0	0.08727164847251714	0.0
Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Caccocola	0.0	0.0	0.6603902669658125	0.0	0.0	0.0	0.33960973303418757	0.0
Bacteria;Firmicutes;Bacilli;RF39;UBA660;Onthocola_B	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes_A;Clostridia;Oscillospirales;CAG-272;UMGS1225	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Parolsenella	0.7931255921266638	0.2068744078733363	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;UMGS1502	0.0	0.0025837763460042976	0.9974162236539957	0.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Oscillospiraceae;ER4	0.0	0.0004448072289971393	0.5187056448188594	0.4808495479521436	0.0	0.0	0.0	0.0
Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Oscillospiraceae;CAG-83	0.0	0.0	0.7227658315288907	0.2772341684711092	0.0	0.0	0.0	0.0
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Agathobacter	0.0	0.03228856619456844	1.5071074566571162e-06	0.9671885224662238	0.0005214042317511826	0.0	0.0	0.0
Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Acutalibacteraceae;?	0.0	0.0	0.54693740040755	0.03343752603824298	0.0	0.0	0.41962507355420703	0.0
Bacteria;Actinobacteriota;Rubrobacteria;Rubrobacterales;Rubrobacteraceae;?	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Mediterraneibacter	0.0	0.05377326214273544	0.016517877243302018	0.41019244719460113	0.0	0.0	0.5195164134193615	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola	0.0	0.0	5.161246449506144e-08	0.0009995308098803414	0.9990004175776551	0.0	0.0	0.0
Bacteria;Actinobacteriota;Actinomycetia;Actinomycetales;Micrococcaceae;Rothia	0.5636265499686345	0.005055518057128546	0.006710299943389985	0.0	0.0	0.16245552305911598	0.0	0.26215210897173097
Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Oscillospiraceae;CAG-170	0.0	0.0	0.8001426944904277	0.19985730550957237	0.0	0.0	0.0	0.0
Bacteria;Actinobacteriota;Actinomycetia;Actinomycetales;Bifidobacteriaceae;Bifidobacterium	0.9989860400634768	0.0	0.0	0.0009271652128909979	7.388620523236169e-17	0.0	8.67947236320874e-05	0.0
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Enterocloster	0.0	0.11677616013990422	0.0	0.028532303475864176	0.08584881430256817	0.0	0.7688427220816634	0.0
Bacteria;Desulfobacterota_I;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio	0.0	0.0	0.5713897153413461	0.18251425139718302	6.412285384668136e-08	0.0	0.24609596913861692	0.0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Parasutterella	0.0	0.0	0.0	0.16052975402508346	0.8394702459749166	0.0	0.0	0.0
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;CAG-274;CAG-274	0.0	1.618522918388242e-05	0.0	0.8842759991039061	0.11570781566691005	0.0	0.0	0.0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;DONG20-135	0.0	0.0	0.0	0.32443575102982297	0.6755642489701771	0.0	0.0	0.0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;?	0.0	0.0	0.17144560320528654	0.07741270005734552	0.0944610031229708	0.0	0.6566806936143972	0.0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Bacteria;Firmicutes_A;Clostridia;TANB77;CAG-465;CAG-465	0.0	0.0	0.9999999999991255	8.745554591167968e-13	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;OM05-12	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Bariatricus	0.0	0.0043207809854272335	0.08366802589566279	0.9120094607675291	0.0	0.0	1.7323513808933133e-06	0.0
Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Oscillospiraceae;Dysosmobacter	0.0	3.845116768864361e-13	0.27452657979809947	0.437773690531357	0.27762940197109065	0.0	0.010070327699068342	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculum	0.0	0.0	0.1131148486994497	0.8868851513005503	0.0	0.0	0.0	0.0
Bacteria;Firmicutes_C;Negativicutes;Selenomonadales;Massilibacillaceae;CABIZH01	0.0	0.0	0.0	0.09967278002943465	0.3828023240282871	0.0	0.5175248959422781	0.0
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Atopobiaceae;UBA7748	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Providencia	0.47961863778608926	0.21733466707010995	0.0	0.0	0.0	0.1727951585217955	0.0	0.13025153662200534
Bacteria;Firmicutes_A;Clostridia;Peptostreptococcales;Peptostreptococcaceae;Peptostreptococcus	0.26171749002966566	0.22583539221206617	0.0	0.0	0.0	0.1250578135513796	0.20210176829021564	0.1852875359166729
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Alloprevotella	0.0	0.9461259596919914	0.05387404030800852	0.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus_E	0.29670490367639896	0.21194769298909755	0.17538887097742492	0.0	0.0	0.31595853235707855	0.0	0.0
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Parafannyhessea	0.032862401135323495	0.46678811856126123	0.5003494803034153	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinobacteriota;Actinomycetia;Propionibacteriales;Propionibacteriaceae;Cutibacterium	0.009865252965092296	0.0	0.0	0.0	0.0	0.0	0.0	0.9901347470349078
Bacteria;Actinobacteriota;Actinomycetia;Mycobacteriales;Mycobacteriaceae;Rhodococcus	0.0	0.0	0.23513470895622593	0.0	0.0	0.7648652910437742	0.0	0.0
Bacteria;Firmicutes_A;Clostridia;Christensenellales;CAG-314;Heteroclostridium	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Oscillospiraceae;Marseille-P3106	0.0	0.0044294496384191225	0.09658847825032098	8.292479743852067e-08	0.0	0.0	0.8989819891864624	0.0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Clostridium_AQ	0.0	0.0	0.0	0.0	0.0	0.0011556372247279473	0.9947844271134034	0.004059935661868637
Bacteria;Firmicutes_A;Clostridia;Oscillospirales;CAG-272;HGM12657	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes_A;Clostridia;Oscillospirales;CAG-382;UMGS1052	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Limivivens	0.0	0.0	0.2103400211632377	0.7896599788335165	0.0	3.2458436100994793e-12	0.0	0.0
Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Acutalibacteraceae;CAJFUH01	0.0	0.0	0.0	0.17001561494212053	0.0	0.0	0.8299843850578795	0.0
Bacteria;Firmicutes_A;Clostridia;Oscillospirales;CAG-272;Avispirillum	0.0	0.0	0.9809204555053376	0.0	0.0	0.0	0.01907954449466249	0.0
Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;Nanogingivalaceae;Nanogingivalis	0.9229496633879107	1.5911994237500704e-07	0.0	0.040300534546773105	0.0	0.0	0.03674964294537371	0.0
Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;Nanosynbacteraceae;Nanosynbacter	0.0	0.041885931522443146	0.0	0.19156784564053772	0.0	0.04081536190478985	0.18096815958285634	0.5447627013493729
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Acetatifactor	0.0	3.453211458097991e-12	0.12242933180893256	0.8774658768254504	0.00010479136216380961	0.0	0.0	0.0
Bacteria;Firmicutes_A;Clostridia;Christensenellales;Christensenellaceae;Christensenella	0.0	0.0	0.0	0.03295313128574348	0.0	0.0	0.9670468687142565	0.0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Succinivibrionaceae;Succinivibrio	0.0	0.059524939181633985	0.940475060818366	0.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnoclostridium_B	0.0	0.001211269093717282	0.22818760065043303	0.5285944584766437	0.0	0.0	0.24200667177920593	0.0
Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Butyricicoccaceae;Agathobaculum	9.909356468081306e-11	0.3122823912492153	0.09257524224572347	0.5647700810797996	0.0	0.0	0.03037228532616812	0.0
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Muricomes	0.17117252921614506	0.0	0.023669970207565814	0.5663306055558892	0.0	0.0	0.23882689502039986	0.0
Bacteria;Firmicutes;Bacilli;Bacillales;Anoxybacillaceae;Anoxybacillus								
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Cuneatibacter	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;Nanoperiomorbaceae;Nanoperiomorbus	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Paralachnospira								
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Xanthomonas_B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Ruminococcus_G	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Ruminococcaceae;Aristotella	0.0	0.0	0.0	0.0	0.8303429555790589	0.0	0.16965704442094112	0.0
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Coprousia	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Coprobacillaceae;Faecalibacillus	0.0	0.0	0.0030973194205961025	0.979176416374333	0.0	0.0	0.01772626420507087	0.0
Bacteria;Firmicutes_B;Dehalobacteriia;UBA4068;UBA4068;HGM13862	0.0	0.0	0.967933957958457	0.0	0.0	0.032066042041542946	0.0	0.0
Bacteria;Firmicutes;Bacilli;Haloplasmatales_A;Turicibacteraceae;Turicibacter	0.0	0.0	0.39252258040702825	0.3200464285368082	0.0	0.008263868094220129	0.2791671229619435	0.0
Bacteria;Firmicutes_A;Clostridia;Peptostreptococcales;Peptostreptococcaceae;Intestinibacter	4.069917273089207e-06	0.0	0.0844180087353342	0.2248348281939394	0.0	0.0	0.5582041714835043	0.13253892166994904
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;?	0.0	0.0	0.31474487400517936	0.0	0.0	0.0	0.5845045095376077	0.10075061645721296
Bacteria;Firmicutes;Bacilli;Lactobacillales;?;?	0.12292031190717174	0.0	0.306598031036302	0.0	0.0	0.0	0.0	0.5704816570565263
Bacteria;Firmicutes_A;Clostridia;Christensenellales;Christensenellaceae;?	0.0	0.0	0.008186420401237876	0.0	0.0	0.0	0.991813579598762	0.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Weissella	0.11444769432926508	0.49068970012129703	0.04414243214835025	0.0	0.0	0.0006944852283969566	0.3080770469196952	0.04194864125299551
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas_A	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium	0.0	0.3005104462605529	0.6994895537394471	0.0	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter	2.5208362801616876e-08	0.0	0.0	0.0	0.0	0.0041122375216297935	0.5252907190424114	0.4705970182275959
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pasteurellaceae;Haemophilus	0.021483982393803953	0.050914292758770574	0.0	0.0	0.0	0.0	0.0	0.9276017248474255
Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Mammaliicoccus	0.06561422701068957	0.0	0.0	0.0	0.0	0.9343857729893105	0.0	0.0
Bacteria;Firmicutes_A;Clostridia;Christensenellales;Borkfalkiaceae;?	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Ellagibacter	0.002551973489328113	0.0	0.9220731703530156	0.07537476295828308	0.0	0.0	9.319937316257945e-08	0.0
Bacteria;Firmicutes_A;Clostridia;Peptostreptococcales;Anaerovoracaceae;Alangreenwoodia	0.0	0.0	0.20649288386446224	0.7882290962054156	0.00527801993012212	0.0	0.0	0.0
Bacteria;Actinobacteriota;Actinomycetia;Actinomycetales;?;?	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus	0.06719312728299054	0.0	0.0	0.0	0.0	0.0008574675359284059	0.0	0.931949405181081
Bacteria;Firmicutes_A;Clostridia;Christensenellales;CAG-138;?	0.0	0.0	0.14423879707417966	0.0	0.0	0.0	0.8557612029258204	0.0
Bacteria;Firmicutes_C;Negativicutes;Selenomonadales;Selenomonadaceae;Megamonas	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus_D	0.3980303168645194	0.0	0.0	0.0	0.0	0.003666565961033504	0.26440132136058525	0.3339017958138618
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lacticaseibacillus	0.9744773336195204	0.0	0.0	0.0	0.0	0.0	0.025505804854016	1.686152646370143e-05
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Scatomonas	0.0	0.0	0.0	0.2248712758114553	0.0	0.0	0.7751287241885448	0.0
Bacteria;Actinobacteriota;Actinomycetia;Propionibacteriales;Nocardioidaceae;Nocardioides	0.0	0.0	0.4687339166421409	0.0	0.0	0.0	0.531266083357859	0.0
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Caccovicinus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Acutalibacteraceae;Clostridium_E	0.16784954247967507	0.0	0.0	0.0	0.0	0.0	0.8321504575203249	0.0
Bacteria;Firmicutes_A;Clostridia;Christensenellales;UMGS416;Parachristensenella	0.0	0.0	0.04629812910217902	3.693368016175109e-05	0.0	0.0	0.9536649372176592	0.0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Duodenibacillus	0.0	0.16994572522878562	0.47210685928735946	0.14697105309082992	0.21097636239302492	0.0	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;?	0.0	0.028644311021453223	0.9522317393193496	0.01912394956778005	0.0	0.0	0.0	9.141728279610597e-11
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;?	0.0	0.0	0.35544111464584766	0.4225048968213393	0.0	0.0	0.2220539885328131	0.0
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Adlercreutzia	0.0	0.0	0.0	0.991882698068794	0.0	0.0	0.008117301931205974	0.0
Bacteria;Firmicutes_A;Clostridia;Christensenellales;?;?	0.0	0.0	0.7621875616619215	0.0	0.0	0.0	0.23781243833807844	0.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus	0.0	0.0	0.017753922573290157	4.113771815915647e-08	0.0	0.0	0.9810513350532165	0.001194701235775157
Bacteria;Firmicutes_A;Clostridia;Tissierellales;Peptoniphilaceae;Anaerococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Bacteria;Firmicutes_A;Clostridia;Tissierellales;Peptoniphilaceae;Peptoniphilus_A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas	0.0	0.0	0.005234009487420559	2.585015369201018e-10	0.0	0.0	0.16981266087515837	0.8249533293789195
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Slackia_A	0.11808683348041828	0.025763561353462035	0.5357516461103926	0.28612060165520015	0.0	0.01108079902876183	0.023196558371765114	0.0
Bacteria;Firmicutes_A;Clostridia;Tissierellales;Peptoniphilaceae;Ezakiella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Bacteria;Cyanobacteria;Vampirovibrionia;Gastranaerophilales;Gastranaerophilaceae;?	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Alectryocaccobium	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;RUG115	0.0	0.0	0.05528495165118726	0.9447150483488127	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;CAG-485	0.0	0.0	0.8115872014524377	0.18841279854756238	0.0	0.0	0.0	0.0
Bacteria;Cyanobacteria;Vampirovibrionia;Gastranaerophilales;Gastranaerophilaceae;UMGS1585	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Catenibacillus	0.0	0.00655258607134377	0.0	0.18796277229960592	0.0	0.0	0.8054846416290503	0.0
Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Oscillospiraceae;An92	0.0	0.18196321686505953	0.0	0.28500455950119247	0.017948925618859655	0.0	0.5150832980148883	0.0
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Senegalimassilia	0.21700980812240964	0.4280332621273521	0.25522528124437815	0.09973163176397265	0.0	0.0	1.6741887307857806e-08	0.0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;?	0.0	0.1387442683374721	0.6913973647014489	0.16985836696107892	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Devosiaceae;Devosia	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinobacteriota;Actinomycetia;Actinomycetales;Microbacteriaceae;Amnibacterium	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinobacteriota;Actinomycetia;Actinomycetales;Microbacteriaceae;?	0.0	0.0	0.09956250052485753	0.0	0.0	0.0	0.0	0.9004374994751425
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Devosiaceae;?	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Microvirga	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;?	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinobacteriota;Actinomycetia;Mycobacteriales;Micromonosporaceae;Actinoplanes	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;?	0.0	0.22552873129627807	0.774471268703722	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinobacteriota;Actinomycetia;Actinomycetales;Microbacteriaceae;Microbacterium	0.0	0.0	0.03416379848514866	0.0	0.0	0.0	0.15319579098139233	0.8126404105334589
Bacteria;Firmicutes_A;Clostridia;Christensenellales;UBA1242;HGM11372	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Wolbachia	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes;Bacilli;RF39;?;?	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes_A;Clostridia;Christensenellales;DTU072;?	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospira	0.0	0.016750574342468145	0.0024122514204703	0.924567533627462	0.056269640609599464	0.0	0.0	0.0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;?	0.7894309943549891	0.0	0.16836720502626606	0.0	0.0	0.042201800618744914	0.0	0.0
Bacteria;Cyanobacteria;Cyanobacteriia;Cyanobacteriales;Coleofasciculaceae;?	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;?	0.0	0.0	0.01548133731992433	0.0	0.0	0.18557408257749206	0.0	0.7989445801025836
Bacteria;Firmicutes_A;Clostridia;Christensenellales;DTU072;CAG-1782	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas	0.9966227825156257	0.0	0.0017628570934173106	0.0	0.0	0.0	0.0	0.001614360390956902
Bacteria;Firmicutes_A;Clostridia;Oscillospirales;CAG-272;UBA1740	0.0	0.0	0.9999999999388047	6.119522370457133e-11	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Luteimonas	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Aeromonadaceae;Aeromonas	0.0	0.0	0.03185044381326471	0.0	0.0	0.14897872394728057	0.01961234555264536	0.7995584866868094
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lentilactobacillus	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Bacteria;Firmicutes_A;Clostridia;Monoglobales;?;?	0.0	0.0	0.5754337200268588	0.4245662799731413	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Bradyrhizobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;CAG-45	0.0	0.0	0.6153529324951367	0.38415916144894363	0.00048790605591964454	0.0	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;W3P20-009;W3P20-009	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinobacteriota;Actinomycetia;Propionibacteriales;Propionibacteriaceae;Acidipropionibacterium	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
