	model_fit
NB.M.PZ13	0.7168611771370891
NB.M.PZ14	0.552763593548605
NB.M.PZ15	0.61707680719688
NB.M.PZ16	0.8431923569631348
NB.M.PZ17	0.8632662588940643
NB.M.PZ18	0.8880108127088657
NB.M.PZ19.1	0.9170160473573041
NB.M.PZ2	0.9571945037734143
NB.M.PZ20	0.850300519780359
NB.M.PZ21	0.9284013045717693
NB.M.PZ22	0.5983860045505413
NB.M.PZ23	0.786006599755281
NB.M.PZ24	0.43770683816052036
NB.M.PZ25	0.8252429885608457
NB.M.PZ26	0.45244122551460425
NB.M.PZ27	0.44529008041815116
NB.M.PZ28	0.7371384550664933
NB.M.PZ29	0.6891136562339477
NB.M.PZ3	0.9012203261230203
NB.M.PZ31	0.8371080466294484
NB.M.PZ32	0.7995763714339789
NB.M.PZ33	0.5448420960763081
NB.M.PZ4	0.8180134931547376
NB.M.PZ5	0.7386763248604571
NB.M.PZ6	0.6478493020020534
NB.M.PZ7	0.8096916605531272
NB.M.PZ8	0.6421681138877596
NB.M.PZ9	0.672435408667829
NB.PZ1.E1	0.7524614629394166
NB.PZ1.T1.1	0.9859795121433633
NB.PZ1.T1.2	0.9427321335169057
NB.PZ1.T2.1	0.8840219350102702
NB.PZ10.E1	0.8164105706844007
NB.PZ11.E1	0.45383811442343897
NB.PZ11.T1.1	0.6454972985254241
NB.PZ11.T2.1	0.4375516137460947
NB.PZ12.E1	0.9857437775562479
NB.PZ13.E1	0.9583037696736398
NB.PZ13.T1.1	0.5426387136731776
NB.PZ13.T2.1	0.5995911476171945
NB.PZ14.E1	0.18462718080170368
NB.PZ14.T1.1	0.44948738115394693
NB.PZ14.T2.1	0.8304017145605748
NB.PZ14.T3.1	0.7730197721930852
NB.PZ15.E1	0.9253734334547143
NB.PZ15.T1.1	0.7265115986047488
NB.PZ15.T2.1	0.9766808101634004
NB.PZ15.T3.1	0.9502685990976527
NB.PZ16.E1	0.9220103562211482
NB.PZ16.T1.1	0.17139375120142886
NB.PZ17.E1	0.6246561207557789
NB.PZ18.E1	0.7203243552447365
NB.PZ18.T1.1	0.25309798645985015
NB.PZ18.T2.1	0.7868200273475102
NB.PZ18.T3.1	0.8087830844714613
NB.PZ19.E1	0.6892109382465087
NB.PZ19.T1.1	0.11071546492184968
NB.PZ19.T2.1	0.9059022154021547
NB.PZ19.T3.1	0.9553069304525971
NB.PZ20.E1	0.5266646501700347
NB.PZ21.E1	0.5052148613191205
NB.PZ22.E1	0.8187993047769941
NB.PZ23.E1	0.9786807416278183
NB.PZ23.T1.1	0.9942760151950523
NB.PZ23.T2.1	0.9935551415757413
NB.PZ24.E1	0.49574806820061634
NB.PZ24.T1.1	0.46140332171876
NB.PZ25.E1	0.6087619136520632
NB.PZ26.E1	0.20681693128821937
NB.PZ26.T1.1	0.45502864974626345
NB.PZ26.T2.1	0.41214695427120845
NB.PZ26.T3.1	0.4581582035379764
NB.PZ27.E1	0.8411644855794813
NB.PZ28.E1	0.9366900692398059
NB.PZ28.T1.1	0.7797314817985508
NB.PZ29.E1	0.9947387545040899
NB.PZ29.T1.1	0.7725345161130921
NB.PZ3.E1	0.77603226927786
NB.PZ3.T1.1	0.4680342185223972
NB.PZ3.T1.2	0.46908867553116856
NB.PZ30.E1	0.6258467801400399
NB.PZ32.E1	0.8883813660740271
NB.PZ32.T1.1	0.8862820191206865
NB.PZ33.E1	0.9893302604021125
NB.PZ4.E1	0.5794709589095748
NB.PZ4.T1.1	0.7095284981989706
NB.PZ4.T2.1	0.5493987195600349
NB.PZ4.T2.2	0.17444807406840798
NB.PZ5.E1	0.42123365711221417
NB.PZ6.E1	0.5990820311077181
NB.PZ6.T1.1	0.8376795086927056
NB.PZ7.E1	0.8875675015245292
NB.PZ8.E1	0.1613760431027631
NB.PZ8.T1.1	0.1552233212051797
NB.PZ9.E1	0.41943912455121257
NB.PZ9.T1.1	0.5839562121452546
FB233	0.6445655813063993
FB232	0.9697335665315282
FB231	0.7087301010598084
FB230	0.8155724402097291
FB227	0.4125898728243136
FB226	0.26736787101649667
FB225	0.19374063416229603
FB224	0.6999147682412584
FB223	0.6319377299964566
FB221	0.7401117366194655
FB220	0.4319589028978235
FB219	0.9698689758825967
FB218	0.6975019407986084
FB217	0.45192970933397164
FB216	0.0897643849495473
FB215	0.6279624818363931
FB214	0.6901413872317146
FB213	0.26616649891725375
FB211	0.6251170239624041
FB210	0.25989311834131196
FB209	0.8867223150052139
FB207	0.6965513444232573
FB206	0.4828541959551862
FB203	0.8280254611947494
FB201	0.4617727217571481
FB199	0.345792965618988
FB197	0.9510737484534918
FB196	0.9665061744412138
FB195	0.18173817107538578
FB194	0.6248728571925889
FB193	0.7969821959626345
FB192	0.40548064574325404
FB190	0.6034710623201355
FB189	0.5047843187506407
FB186	0.04480429115950792
FB182	0.4025929956020964
FB165	0.5117105732223053
FB164	0.3894411553583385
FB163	0.5849339713402142
FB162	0.5673896144502911
FB161	0.5448813717837777
FB160	0.5548875635077989
FB159	0.7969638752917189
FB158	0.9145806151867237
FB156	0.4488360266856506
FB155	0.973509578110879
FB154	0.4622921723305779
FB152	0.4558435309745206
FB151	0.5739458667136642
FB150	0.7556184455738997
FB149	0.8187632288431306
FB148	0.4191822535447007
FB147	0.5051801828438592
FB146	0.7323880477132644
FB145	0.7874152760494189
FB144	0.6550834254277538
FB143	0.25216688170837126
FB142	0.4227903380155749
FB141	0.6334163679931211
FB140	0.9806095888128773
FB139	0.6462577648839846
FB138	0.9653517662421481
FB137	0.6927393973486781
FB136	0.3446283898795594
FB135	0.6928876755846631
FB134	0.44684859643887265
FB133	0.730136087196461
FB132	0.3493492404205159
FB131	0.3707631666522897
FB130	0.23641990699998205
FB128	0.4547513541372039
FB127	0.8287102725584081
FB126	0.39022046247175496
FB125	0.28602356295326503
FB124	0.5025307683692812
FB123	0.374351627234848
FB122	0.7633834002926353
FB121	0.45672390180615874
FB120	0.8682385047670962
FB119	0.9369317240076802
FB118	0.9798627295209372
FB117	0.3667269403663363
FB116	0.985069577399704
FB115	0.27305263846101124
FB114	0.5250195747959503
FB113	0.5062231457464212
FB112	0.8664942023633806
FB111	0.9479201172729205
FB110	0.6290976507396381
FB109	0.7831485681934831
FB108	0.2489982617741158
FB107	0.050583981776577316
FB106	0.7649100548642475
FB105	0.4162536213801697
FB104	0.8594519366828915
FB103	0.6084073882468382
FB102	0.8307734059351489
FB101	0.6577745151824435
FB100	0.6821983572809633
FB099	0.9543127696301578
FB097	0.48961870877197444
FB096	0.3683617312689275
FB095	0.8631629958055279
FB094	0.9831949910761201
FB093	0.19601915073447512
FB092	0.25812311076686145
FB091	0.9649368578382735
FB090	0.9597645114018952
FB089	0.6955783274122341
FB088	0.5265022305979091
FB087	0.774483747768283
FB086	0.20184439768482962
FB085	0.41221597191327713
FB084	0.6156029978715769
FB083	0.42281769466263547
FB082	0.2568769545135518
FB081	0.5594628737641373
FB080	0.6734647901454914
FB079	0.5983037146521963
FB078	0.5374564439786033
FB077	0.2259120568072614
FB076	0.43638134812605656
FB074	0.28336240912689653
FB073	0.018504113976912512
FB072	0.2397091005243495
FB069	0.8355934487339137
FB068	0.5855609397616646
FB067	0.7189358842327506
FB066	0.09952681859774226
FB065	0.7205830226938422
FB064	0.49053101041276714
FB062	0.7135205246439541
FB061	0.5554661308559247
FB059	0.4404629918884698
FB058	0.20897783175197834
FB057	0.5144477215729384
FB056	0.40339400254328245
FB055	0.5850571170965949
FB054	0.8632431770024692
FB052	0.5721976091226171
FB051	0.5592094883230179
FB050	0.5182047852665785
FB049	0.40680168317253773
FB048	0.7938788940172423
FB047	0.5541223019945284
FB046	0.7861294449416383
FB045	0.6268461423709446
FB043	0.8926081517004725
FB041	0.4055252918926999
FB040	0.574273111228858
FB039	0.6073573919408063
FB037	0.23957909239719072
FB036	0.9397704419714232
FB034	0.5766228254550501
FB033	0.5644501598250884
FB032	0.6117385047436145
FB031	0.447864116636929
FB029	0.5328787183138526
FB028	0.5671198750370856
FB027	0.42908445111064997
FB026	0.6755878636819754
FB025	0.29660826605969576
FB024	0.5605142724310888
FB023	0.5057232394198188
FB022	0.5452603345466857
FB021	0.4656473432862124
FB020	0.9437766909339749
FB019	0.358931374425263
FB018	0.192468389722617
FB015	0.4930473297799135
FB014	0.5565066715198795
FB013	0.23405369577573099
FB012	0.39382909243542635
FB011	0.5321308905135127
FB010	0.20676964054049518
FB009	0.4352779937471358
FB008	0.7276706146479466
FB007	0.608520453988635
FB005	0.32206758221328324
FB004	0.9502884784620208
FB002	0.8564062157747504
DC102	0.49817717355501523
DC101	0.4864126979002342
DC100	0.5863322796191999
DC099	0.8437611276301535
DC098	0.565325054683984
DC097	0.4797397324997262
DC096	0.7954817663211131
DC095	0.6905169137793044
DC094	0.4396061213111479
DC093	0.3241049240622728
DC092	0.5944627360819132
DC091	0.5099606066880691
DC090	0.7991517083059636
DC089	0.6182224229278543
DC088	0.6770705788246628
DC087	0.9329868463218964
DC086	0.5278225388149043
DC085	0.9954318837276124
DC084	0.48004132070697497
DC083	0.6594448741103375
DC082	0.5700559641465173
DC081	0.7511393306994348
DC080	0.8812983652730944
DC079	0.5095201158571853
DC077	0.7964935633575938
DC076	0.7619615778560505
DC073	0.6494475318306273
DC071	0.8823202312321959
DC070	0.8871973177863188
DC066	0.8509123111877194
DC055	0.516645058994597
DC054	0.5293016699460973
DC052	0.6894662366198675
DC051	0.518981320503215
DC050	0.7307266424546786
DC049	0.7736449699190692
DC048	0.8477128654660562
DC047	0.6381595727750443
DC046	0.7395413293495153
DC045	0.43300526891448377
DC044	0.5266878697976592
DC043	0.8754064862382893
DC042	0.7965621656044433
DC041	0.8792072536244393
DC040	0.9154645152945399
DC039	0.8505172670098928
DC038	0.4563394059728526
DC037	0.43238893630647696
DC036	0.9078589389685761
DC035	0.7827541187373361
DC034	0.9814952317485692
DC033	0.9371312159747989
DC032	0.935227111549619
DC031	0.9296542745341013
DC030	0.8290790409293572
DC029	0.7870923992643705
DC027	0.8896245296519186
DC026	0.8941822162544982
DC025	0.8043360985023733
DC024	0.8704161923294428
DC022	0.6809792368854085
DC021	0.7523115348585159
DC020	0.63180272214831
DC019	0.8968962351286104
DC018	0.5752069985106659
DC017	0.5737242263161725
DC016	0.7392065922981363
DC015	0.7611121978138083
DC014	0.8786912342510727
DC013	0.6162417376214222
DC012	0.6540837690633908
DC011	0.5766173299418382
DC010	0.6153350172006875
DC009	0.6625213244053532
DC008	0.6178677229229258
DC007	0.6404041293838235
DC006	0.6382382393097913
DC005	0.4833326109657694
DC004	0.6167845552318759
DC003	0.6316694789195442
DC002	0.6104723697721433
DC001	0.6668379436139322
Mong.A10	0.8436460633520388
Mong.A102	0.8202888050050421
Mong.A103	0.8413041455533978
Mong.A104	0.7488838066546629
Mong.A108	0.790884251830475
Mong.A11	0.8656114990378934
Mong.A111	0.8484474393964052
Mong.A112	0.583917910844126
Mong.A124	0.7221169161905506
Mong.A125	0.8217604376112604
Mong.A126	0.8532710576233369
Mong.A127	0.9542123688984296
Mong.A129	0.8965658468643929
Mong.A130	0.8099084533315546
Mong.A134	0.7830313506445867
Mong.A135	0.8073458609537183
Mong.A137	0.5175509456525874
Mong.A142	0.9499620822251305
Mong.A149	0.8672732479910878
Mong.A15	0.8528000729362277
Mong.A151	0.9222282113271034
Mong.A162	0.7839973287829644
Mong.A163	0.9163911137989255
Mong.A165	0.8396989852650847
Mong.A171	0.9672280168722185
Mong.A19	0.7288039692183245
Mong.A31	0.9326168581824233
Mong.A34	0.9540990189030425
Mong.A36	0.8243557366313579
Mong.A37	0.744810226005916
Mong.A38	0.9652885867991015
Mong.A40	0.7988360161842823
Mong.A41	0.9623596713622344
Mong.A43	0.5890187855154124
Mong.A46	0.627755661612628
Mong.A49	0.9033204105951684
Mong.A50	0.850307521398281
Mong.A54	0.6554151254484284
Mong.A55	0.7992729453292093
Mong.A57	0.6649168871745122
Mong.A58	0.5971828443656564
Mong.A6	0.7288757229845888
Mong.A62	0.8021170321264689
Mong.A64	0.9390268710421692
Mong.A65	0.3853208528146553
Mong.A72	0.41617958088981477
Mong.A73	0.8117237905370451
Mong.A74	0.8325304135827848
Mong.A77	0.8550563347560182
Mong.A89	0.7862436702705905
Mong.A93	0.8350803012841229
Mong.A94	0.8280108107107912
Mong.A95	0.7447033037799112
Mong.A97	0.76259989957503
Mong.B1	0.8067689831020587
Mong.B10	0.8068546957645979
Mong.B102	0.825324440747569
Mong.B103	0.9208102266588264
Mong.B104	0.868478626405166
Mong.B108	0.885288614924541
Mong.B11	0.8146998669755304
Mong.B111	0.7034493990276323
Mong.B112	0.5155291788548075
Mong.B124	0.644950691080852
Mong.B125	0.7871558724189626
Mong.B126	0.8025175842854732
Mong.B127	0.558784693489101
Mong.B129	0.8437244470737203
Mong.B130	0.8767227655633654
Mong.B134	0.8557894964635763
Mong.B135	0.8283281483063265
Mong.B137	0.47092356047893796
Mong.B142	0.9434243078343426
Mong.B149	0.8825409364617285
Mong.B15	0.8275003320431569
Mong.B151	0.9172738810645605
Mong.B152	0.9671458757492518
Mong.B162	0.9228679239414476
Mong.B163	0.8971710033807431
Mong.B165	0.7398231166438152
Mong.B171	0.9711190577448567
Mong.B19	0.7030875780655456
Mong.B31	0.9624034821395259
Mong.B34	0.9392319725384244
Mong.B36	0.8649993850205272
Mong.B37	0.8130373656728259
Mong.B38	0.9605574378020073
Mong.B40	0.8050760609611892
Mong.B41	0.9301971940502446
Mong.B43	0.527646491123629
Mong.B46	0.5805545730235823
Mong.B49	0.8205625066125772
Mong.B50	0.5575891052152214
Mong.B54	0.7066393012502198
Mong.B55	0.7666543932275705
Mong.B57	0.8772776743250825
Mong.B58	0.7659092166122335
Mong.B59	0.8536603597542388
Mong.B6	0.7696315235299848
Mong.B62	0.8847129435891298
Mong.B64	0.8694989700416647
Mong.B65	0.8000271723057737
Mong.B72	0.7780155311068354
Mong.B73	0.7668110529363836
Mong.B74	0.7967975357394308
Mong.B77	0.7627428777132901
Mong.B82	0.8094290857296439
Mong.B89	0.8582214606004329
Mong.B91	0.8753073872790939
Mong.B93	0.5881536936856593
Mong.B94	0.7083703878305183
Mong.B95	0.8893059411713574
Mong.B97	0.8629573520150863
Mong.C1	0.6922377841626051
Mong.C10	0.8697370846473139
Mong.C102	0.799112139441514
Mong.C103	0.7922366531278835
Mong.C104	0.8406739722021059
Mong.C108	0.8363816531689052
Mong.C11	0.9508991979963697
Mong.C111	0.6093304076491509
Mong.C112	0.4947557907103727
Mong.C124	0.6568352140773639
Mong.C125	0.8362026674863693
Mong.C126	0.5945270039944498
Mong.C127	0.9672994073441574
Mong.C129	0.8505868041652864
Mong.C130	0.8215406030456366
Mong.C134	0.8496823737776741
Mong.C135	0.8015293372610391
Mong.C137	0.7113774581440686
Mong.C142	0.7015907825533249
Mong.C149	0.7970240009026441
Mong.C15	0.81882291154882
Mong.C151	0.7749569361318657
Mong.C152	0.9654779769464245
Mong.C162	0.7088021471342987
Mong.C163	0.8790195860882409
Mong.C165	0.8174479053283281
Mong.C19	0.8552782356784826
Mong.C31	0.9549937414751408
Mong.C34	0.8900037162231305
Mong.C36	0.8944057209266348
Mong.C37	0.802289666614999
Mong.C38	0.7863597033519625
Mong.C40	0.7856652334670813
Mong.C41	0.8968696692894675
Mong.C43	0.6092545355529899
Mong.C46	0.5183401505446955
Mong.C49	0.9554748857961498
Mong.C50	0.8486418931410488
Mong.C54	0.8292092182863627
Mong.C55	0.5634203930671235
Mong.C57	0.7068340665536815
Mong.C58	0.5604893419109979
Mong.C59	0.8943008315136284
Mong.C6	0.8010091360778541
Mong.C62	0.7087307894952691
Mong.C64	0.8533120526790134
Mong.C65	0.7604347533034609
Mong.C72	0.6261087944619318
Mong.C73	0.7985823601274651
Mong.C74	0.8509504306906149
Mong.C77	0.809040808728453
Mong.C82	0.7644631776485594
Mong.C89	0.7697662044181178
Mong.C91	0.8534181538855105
Mong.C93	0.8623743678522149
Mong.C94	0.6831551566991708
Mong.C95	0.7834424107948663
X126.CTR.1M	0.8793757609514793
X126.CTR.6M	0.9342371505507614
X128.CTR.1M	0.9520686974289135
X128.CTR.6M	0.9696306879738471
X13.CTR.1M	0.8573737927868168
X135.CTR.1M	0.678876028635469
X142.CTR.6M	0.8160746122674898
X15.ABX.1M	0.5666944749403995
X15.ABX.6M	0.9122209188923346
X165.ABX.6M	0.9216261690875569
X179.CTR.6M	0.8035855278721613
X184.CTR.1M	0.9904453845257886
X184.CTR.6M	0.958644447700352
X21.CTR.6M	0.9544527126281536
X86.ABX.1M	0.25423819449567386
X86.ABX.6M	0.994323627132705
XS121.1M	0.9195285625107239
XS164.1M	0.5273749559933741
Aa1	0.3181935896355819
Aa2	0.16712101740330218
Aa3	0.28661380537398523
Aa4	0.588296882463167
Aa5	0.8510673776538508
Aa6	0.9668878642363177
Aa7	0.9591214273915543
Aa8	0.9932988069961088
Aa9	0.8062551707083759
Aa10	0.7893505915740292
Aa11	0.6130935692960423
Aa12	0.5975210474601679
Aa13	0.8064061256430677
Aa14	0.8159398381655142
Aa15	0.999960786201178
Aa16	0.8269658364526112
Aa17	0.7339093657115554
Aa18	0.9806318244461064
Aa19	0.9689046488355911
Aa20	0.9585264460704275
Aa21	0.9929932683643954
Aa22	0.8481376498001232
Aa23	0.7804862794776959
Aa24	0.5618557721207047
Aa25	0.635962583302615
Aa26	0.81948090517016
Aa27	0.9934478048158948
Aa28	0.6294221524240713
Aa29	0.9919068465040253
Aa30	0.5608240691611076
Aa31	0.7801122154374059
Aa32	0.9621261228150703
Aa33	0.8912979983169566
Aa34	0.5494084396329332
Aa35	0.35594900657769574
Aa36	0.8275947933596794
Aa37	0.8980788626638059
Aa38	0.8933940577602562
Aa39	0.8562579469633205
Aa40	0.9566832127260313
Aa41	0.030584058781666867
Aa42	0.4694366699738403
Aa43	0.9641209639482978
Aa44	0.16399209228682185
Aa45	0.6375553863638692
Aa46	0.6290811464273696
Aa47	0.9040949256367279
Aa48	0.9033156495563144
Aa49	0.8844053976887717
Aa50	0.9672156190408617
Aa51	0.622099366058279
Aa52	0.8140585798908947
Aa53	0.6970251922179407
Aa54	0.6097788648443545
Aa55	0.9901633914040225
Aa57	0.030584058781666867
Aa58	0.4581946498829065
Aa59	0.8742481150329727
Aa60	0.5579117622766679
Aa61	0.9007157991807868
Aa62	0.7585962353994639
Aa63	0.9555642824524537
Aa64	0.571232350018919
Aa65	0.5574218410943916
ABR.1.0	0.7302586026097123
ABR.1.C1	0.6497856844261971
ABR.1.C3	0.41288308992677575
ABR.1.C6	0.6963393245169585
ABR.1.P2	0.6206603058198458
ABR.1.P28	0.514633668584429
ABR.2.0	0.9041567285994627
ABR.2.C1	0.9179906037904306
ABR.2.C3	0.7942134827282696
ABR.2.C6	0.703920407641189
ABR.2.P2	0.8074727145566589
ABR.2.P28	0.9141106889099456
AL.AA1	0.5691624186572936
AL.AA10	0.5274124130253096
AL.AA11	0.7344652099472044
AL.AA12	0.7247885027037881
AL.AA13	0.7880390467917157
AL.AA14	0.5318356692504315
AL.AA17	0.6653238394547387
AL.AA18	0.6676246600063526
AL.AA19	0.6907023256237064
AL.AA2	0.7575642775163808
AL.AA20	0.44513578331044407
AL.AA21	0.6268210198677023
AL.AA22	0.6081231993911063
AL.AA23	0.5907142639445144
AL.AA24	0.4876476892928673
AL.AA25	0.8245129290503548
AL.AA26	0.6829329077640786
AL.AA27	0.7944101491294641
AL.AA28	0.7016161330043926
AL.AA29	0.9493623075203446
AL.AA3	0.5571616349157927
AL.AA30	0.5487158509794898
AL.AA4	0.7002585274241635
AL.AA5	0.861542643436195
AL.AA6	0.6344964157751825
AL.AA7	0.7910855763660919
AL.AA8	0.9275379962327627
AL.AA9	0.7081382009177604
AL.APLV1	0.6188038203814872
AL.APLV10	0.7300823165719014
AL.APLV11	0.39466938548533737
AL.APLV12	0.4087656451040902
AL.APLV13	0.47481378944664143
AL.APLV14	0.5307273245125965
AL.APLV15	0.6143017030511136
AL.APLV16	0.508897384496448
AL.APLV17	0.6280332542879943
AL.APLV18	0.46014215424741545
AL.APLV19	0.6625783842169468
AL.APLV2	0.529665494980464
AL.APLV20	0.7248689922933019
AL.APLV21	0.5501962652496527
AL.APLV22	0.6566731363401664
AL.APLV23	0.7089210907293817
AL.APLV24	0.6533071727126266
AL.APLV26	0.8227463433372165
AL.APLV27	0.686152073774742
AL.APLV28	0.07538279529808063
AL.APLV29	0.6211182784332568
AL.APLV3	0.33998794794827125
AL.APLV30	0.6809808517148498
AL.APLV4	0.7058478807744777
AL.APLV5	0.6549691232441318
AL.APLV6	0.8169329821007479
AL.APLV7	0.8531702324162429
AL.APLV8	0.6611462273688338
AL.APLV9	0.5446738595272071
AL.AR01	0.6149238457467342
AL.AR02	0.47699290136102585
AL.AR03	0.7405293073011845
AL.AR04	0.5219791682185589
AL.AR05	0.7023431556058782
AL.AR06	0.7872506062967923
AL.AR07	0.6614734790717629
AL.AR08	0.7154992953871607
AL.AR09	0.49480955924858394
AL.AR10	0.6350501153991829
AL.AR11	0.48058993703416797
AL.AR12	0.7427402680320683
AL.AR13	0.6065782710803139
AL.AR14	0.4422738222092695
AL.AR15	0.6922236249440397
AL.AR16	0.7031554802756864
AL.AR17	0.6601690716743214
AL.AR18	0.7285391203939042
AL.AR19	0.6840455643990129
AL.AR20	0.6442522968268104
AL.AR21	0.6016082632217626
AL.AR22	0.5765939154716826
AL.AR23	0.8063262433376788
AL.AR24	0.8104993331025393
AL.AR25	0.5108561074016194
AL.AR26	0.7922373839498147
AL.AR27	0.5022369843876224
AL.AR28	0.7191544816406329
AL.AR29	0.38848441126857797
AL.AR30	0.6472521227705855
AL.C1	0.8405026988221678
AL.C10	0.5594110753551719
AL.C11	0.5834523892808426
AL.C12	0.5742041836444347
AL.C13	0.6461070886821619
AL.C14	0.3688425489325855
AL.C15	0.5367645026794778
AL.C16	0.8499009181587853
AL.C17	0.6117766744671963
AL.C18	0.7556034230403693
AL.C19	0.9923843190864865
AL.C2	0.9981562266795905
AL.C20	0.6343524160675875
AL.C21	0.657165653386399
AL.C22	0.6260362653401267
AL.C23	0.7054306007672503
AL.C24	0.8077319891158254
AL.C25	0.5727600860658709
AL.C26	0.8546703507377865
AL.C29	0.952909018643608
AL.C3	0.36780678545050133
